target_date,generated_at,fixtures_reviewed,api_calls_planned,api_calls_executed,lineup_fixtures_found,lineup_fixtures_missing,lineup_rows_written,starting_xi_rows,substitute_rows,api_status_counts,team_side_counts,provider_counts,next_action,auto_apply,production_change
2026-06-15,2026-06-15T15:33:59+01:00,1,1,1,0,1,1,0,0,NO_LINEUPS_RETURNED_BY_API=1,none=1,API-SPORTS_DIRECT=1,Use direct board fixture_id API lineups as a prelock input only. No automatic pick or stake permission.,NO,NO
