target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,fixture_status,downstream_use,scored_candidate_status,fixture_detail_available,predictions_available,odds_available,prediction_winner_name,pred_home_total_pct,pred_away_total_pct,match_winner_home_odd,match_winner_draw_odd,match_winner_away_odd,over_2_5_odd,under_2_5_odd,market_signal_summary,candidate_signal_score,candidate_signal_band,promotion_input_status,promotion_input_reason,promotion_permission,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-06-15,2026-06-15T14:32:44+01:00,1493865,Westchester SC,Greenville Triumph,USL League One,USA,2026-06-14T23:00:00+00:00,FT,SCORING_ALLOWED_WITH_NORMAL_GATES,API_ENRICHED_SCORING_READY_PENDING_GATES,YES,YES,YES,Greenville Triumph,38.3,61.8,2.75,3.55,2.20,1.62,2.20,prediction_winner=Greenville Triumph | pred_total_home_away=38.3/61.8 | 1x2=2.75/3.55/2.20 | ou2.5=1.62/2.20,90,HIGH_SIGNAL_REVIEW,PROMOTION_INPUT_READY_REVIEW_ONLY,Candidate can be reviewed by normal scoring/promotion gates; no pick permission created.,REVIEW_ONLY_PROMOTION_INPUT,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1524931,Bigfoot,Oly Town,USL League Two,USA,2026-06-14T23:00:00+00:00,FT,SCORING_ALLOWED_WITH_NORMAL_GATES,API_ENRICHED_SCORING_READY_PENDING_GATES,YES,YES,NO,Oly Town,39.5,60.7,,,,,,prediction_winner=Oly Town | pred_total_home_away=39.5/60.7,56,MEDIUM_SIGNAL_REVIEW,PROMOTION_INPUT_READY_REVIEW_ONLY,Candidate can be reviewed by normal scoring/promotion gates; no pick permission created.,REVIEW_ONLY_PROMOTION_INPUT,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1524933,RKC,Edgewater Castle,USL League Two,USA,2026-06-14T23:00:00+00:00,FT,SCORING_ALLOWED_WITH_NORMAL_GATES,API_ENRICHED_SCORING_READY_PENDING_GATES,YES,YES,NO,RKC,51.2,48.8,,,,,,prediction_winner=RKC | pred_total_home_away=51.2/48.8,28,WEAK_SIGNAL,PROMOTION_INPUT_READY_REVIEW_ONLY,Candidate can be reviewed by normal scoring/promotion gates; no pick permission created.,REVIEW_ONLY_PROMOTION_INPUT,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1524935,The Villages,Nona,USL League Two,USA,2026-06-14T23:00:00+00:00,FT,SCORING_ALLOWED_WITH_NORMAL_GATES,API_ENRICHED_SCORING_READY_PENDING_GATES,YES,YES,NO,The Villages,59.4,40.6,,,,,,prediction_winner=The Villages | pred_total_home_away=59.4/40.6,53,LOW_SIGNAL_REVIEW,PROMOTION_INPUT_READY_REVIEW_ONLY,Candidate can be reviewed by normal scoring/promotion gates; no pick permission created.,REVIEW_ONLY_PROMOTION_INPUT,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1532395,Lancaster Inferno W,Loudoun United FC W,USL W League,USA,2026-06-14T23:00:00+00:00,NS,DIAGNOSTIC_ONLY_NO_SCORING,DIAGNOSTIC_ONLY_NO_SCORING,YES,NO,NO,,,,,,,,,,10,WEAK_SIGNAL,COVERAGE_ONLY_NO_PROMOTION,Downstream use is not scoring-allowed.,NO_PROMOTION_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1532447,Rockford Raptors W,Rally Madison FC W,USL W League,USA,2026-06-14T23:00:00+00:00,NS,DIAGNOSTIC_ONLY_NO_SCORING,DIAGNOSTIC_ONLY_NO_SCORING,YES,NO,NO,,,,,,,,,,10,WEAK_SIGNAL,COVERAGE_ONLY_NO_PROMOTION,Downstream use is not scoring-allowed.,NO_PROMOTION_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1524932,City SC,Ventura County Fusion,USL League Two,USA,2026-06-15T00:00:00+00:00,FT,SCORING_ALLOWED_WITH_NORMAL_GATES,API_ENRICHED_SCORING_READY_PENDING_GATES,YES,YES,NO,Ventura County Fusion,30.3,69.8,,,,,,prediction_winner=Ventura County Fusion | pred_total_home_away=30.3/69.8,70,MEDIUM_SIGNAL_REVIEW,PROMOTION_INPUT_READY_REVIEW_ONLY,Candidate can be reviewed by normal scoring/promotion gates; no pick permission created.,REVIEW_ONLY_PROMOTION_INPUT,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1524938,Brazos Valley,Hill Country Lobos,USL League Two,USA,2026-06-15T00:00:00+00:00,FT,SCORING_ALLOWED_WITH_NORMAL_GATES,API_ENRICHED_SCORING_READY_PENDING_GATES,YES,YES,NO,Brazos Valley,63.3,36.7,,,,,,prediction_winner=Brazos Valley | pred_total_home_away=63.3/36.7,64,MEDIUM_SIGNAL_REVIEW,PROMOTION_INPUT_READY_REVIEW_ONLY,Candidate can be reviewed by normal scoring/promotion gates; no pick permission created.,REVIEW_ONLY_PROMOTION_INPUT,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1545384,Blooming,The Strongest,Primera División,Bolivia,2026-06-15T00:30:00+00:00,PST,SCORING_ALLOWED_WITH_NORMAL_GATES,API_ENRICHED_SCORING_READY_PENDING_GATES,YES,YES,NO,The Strongest,43.8,56.2,,,,,,prediction_winner=The Strongest | pred_total_home_away=43.8/56.2,43,LOW_SIGNAL_REVIEW,PROMOTION_INPUT_READY_REVIEW_ONLY,Candidate can be reviewed by normal scoring/promotion gates; no pick permission created.,REVIEW_ONLY_PROMOTION_INPUT,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1524934,Snohomish United,West Seattle Junction,USL League Two,USA,2026-06-15T01:00:00+00:00,FT,SCORING_ALLOWED_WITH_NORMAL_GATES,API_ENRICHED_SCORING_READY_PENDING_GATES,YES,YES,NO,Snohomish United,67.2,32.8,,,,,,prediction_winner=Snohomish United | pred_total_home_away=67.2/32.8,70,MEDIUM_SIGNAL_REVIEW,PROMOTION_INPUT_READY_REVIEW_ONLY,Candidate can be reviewed by normal scoring/promotion gates; no pick permission created.,REVIEW_ONLY_PROMOTION_INPUT,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_INPUT_BRIDGE_V1_NO_AUTO_APPLY,NO,NO
