target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,provider,refresh_status,refresh_note,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,result_ready_for_ledger,api_calls_planned,api_calls_executed,auto_apply,production_change
2026-06-15,2026-06-15T19:12:01+01:00,1541091,Hadiya Hosaena,Fasil Ketema,Premier League,Ethiopia,2026-06-15T15:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,1,0,1,0,1,,,,,YES,27,15,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1504246,SJK Akatemia,Haka,Ykkösliiga,Finland,2026-06-15T15:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,2,0,2,0,1,,,,,YES,27,16,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1548223,Naft Gachsaran,Niroye Zamini,Azadegan League,Iran,2026-06-15T16:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,3,0,3,0,2,,,,,YES,27,17,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1497607,GIF Sundsvall,Osters IF,Superettan,Sweden,2026-06-15T17:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,57,0,4,,,0,4,,,,,NO,27,18,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1497605,IFK Norrkoping,Varbergs BoIS FC,Superettan,Sweden,2026-06-15T17:05:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,52,1,0,,,1,0,,,,,NO,27,19,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1550764,Campos AA,Uni Souza,Carioca C,Brazil,2026-06-15T17:45:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,PST,Match Postponed,,,,,,,,,,,,NO,27,20,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1508782,KA Akureyri,Fram Reykjavik,Úrvalsdeild,Iceland,2026-06-15T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,1H,First Half,11,1,1,,,1,1,,,,,NO,27,21,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1550769,Tigres do Brasil,Uniao Central,Carioca C,Brazil,2026-06-15T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,PST,Match Postponed,,,,,,,,,,,,NO,27,22,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1499945,Defensores de Cambaceres,Berazategui,Primera C,Argentina,2026-06-15T18:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,SUSP,Match Suspended,,0,0,,,0,0,,,,,NO,27,23,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1499952,Sacachispas,Argentino Rosario,Primera C,Argentina,2026-06-15T18:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,27,24,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1499953,Sportivo Barracas,General Lamadrid,Primera C,Argentina,2026-06-15T18:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,27,25,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1500177,Fénix,Leones de Rosario,Primera C,Argentina,2026-06-15T18:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,27,26,NO,NO
2026-06-15,2026-06-15T19:12:01+01:00,1543402,Selfoss,Thróttur Vogar,2. Deild,Iceland,2026-06-15T19:15:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,27,27,NO,NO
