target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,fixture_status,candidate_signal_score,candidate_signal_band,market_signal_summary,promotion_input_status,promotion_permission,adapter_status,adapter_reason,allowed_downstream_use,promotion_candidate_type,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-06-15,2026-06-15T14:32:44+01:00,1548225,Shenavarsazi Qeshm,Damash Gilanian,Azadegan League,Iran,2026-06-15T16:00:00+00:00,NS,25,WEAK_SIGNAL,prediction_winner=Shenavarsazi Qeshm | pred_total_home_away=49.8/50.2,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,ADAPTER_BLOCKED_WEAK_SIGNAL,Signal score below review-only adapter threshold.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1496628,Ranheim II,Kvik Trondheim,3. Division - Girone 2,Norway,2026-06-15T17:00:00+00:00,NS,10,WEAK_SIGNAL,,COVERAGE_ONLY_NO_PROMOTION,NO_PROMOTION_PERMISSION,ADAPTER_BLOCKED_NOT_READY,Promotion input is not ready for review-only adapter.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1496806,Åsane II,Stord,3. Division - Girone 3,Norway,2026-06-15T17:00:00+00:00,NS,10,WEAK_SIGNAL,,COVERAGE_ONLY_NO_PROMOTION,NO_PROMOTION_PERMISSION,ADAPTER_BLOCKED_NOT_READY,Promotion input is not ready for review-only adapter.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1497607,GIF Sundsvall,Osters IF,Superettan,Sweden,2026-06-15T17:00:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=Osters IF | pred_total_home_away=33.3/66.7 | 1x2=3.20/3.50/2.10 | ou2.5=1.75/2.10,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1497605,IFK Norrkoping,Varbergs BoIS FC,Superettan,Sweden,2026-06-15T17:05:00+00:00,NS,60,MEDIUM_SIGNAL_REVIEW,prediction_winner=IFK Norrkoping | pred_total_home_away=51.7/48.3 | 1x2=2.10/3.60/3.20 | ou2.5=1.73/2.10,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1511149,Nyköping,Smedby,Division 2 - Södra Svealand,Sweden,2026-06-15T17:15:00+00:00,NS,73,MEDIUM_SIGNAL_REVIEW,prediction_winner=Nyköping | pred_total_home_away=56.2/43.8 | 1x2=2.10/3.50/2.90 | ou2.5=1.48/2.50,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1510606,Vänersborgs IF,Herrestads,Division 2 - Norra Götaland,Sweden,2026-06-15T17:30:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=Herrestads | pred_total_home_away=28.4/71.6 | 1x2=3.80/3.85/1.73 | ou2.5=1.48/2.50,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1515756,Umeå FC Akademi,IFK Umeå,Division 2 - Norrland,Sweden,2026-06-15T17:45:00+00:00,NS,10,WEAK_SIGNAL,,COVERAGE_ONLY_NO_PROMOTION,NO_PROMOTION_PERMISSION,ADAPTER_BLOCKED_NOT_READY,Promotion input is not ready for review-only adapter.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1550764,Campos AA,Uni Souza,Carioca C,Brazil,2026-06-15T17:45:00+00:00,PST,67,MEDIUM_SIGNAL_REVIEW,prediction_winner=Campos AA | pred_total_home_away=64.2/35.8,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1550767,EC Vera Cruz,CAAC Brasil,Carioca C,Brazil,2026-06-15T17:45:00+00:00,PST,28,WEAK_SIGNAL,prediction_winner=EC Vera Cruz | pred_total_home_away=51.3/48.7,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,ADAPTER_BLOCKED_WEAK_SIGNAL,Signal score below review-only adapter threshold.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1497173,Kongsvinger II,Skjetten,3. Division - Girone 5,Norway,2026-06-15T18:00:00+00:00,NS,10,WEAK_SIGNAL,,COVERAGE_ONLY_NO_PROMOTION,NO_PROMOTION_PERMISSION,ADAPTER_BLOCKED_NOT_READY,Promotion input is not ready for review-only adapter.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1508782,KA Akureyri,Fram Reykjavik,Úrvalsdeild,Iceland,2026-06-15T18:00:00+00:00,NS,64,MEDIUM_SIGNAL_REVIEW,prediction_winner=Fram Reykjavik | pred_total_home_away=46.7/53.3 | 1x2=2.80/3.80/2.10 | ou2.5=1.38/2.90,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1512471,Atl. Rafaela 2,Deportivo Riestra Res.,Reserve League,Argentina,2026-06-15T18:00:00+00:00,NS,10,WEAK_SIGNAL,,COVERAGE_ONLY_NO_PROMOTION,NO_PROMOTION_PERMISSION,ADAPTER_BLOCKED_NOT_READY,Promotion input is not ready for review-only adapter.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1550768,Mageense,Ceres,Carioca C,Brazil,2026-06-15T18:00:00+00:00,PST,46,LOW_SIGNAL_REVIEW,prediction_winner=Ceres | pred_total_home_away=42.8/57.3,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,ADAPTER_BLOCKED_WEAK_SIGNAL,Signal score below review-only adapter threshold.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1550769,Tigres do Brasil,Uniao Central,Carioca C,Brazil,2026-06-15T18:00:00+00:00,PST,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Tigres do Brasil | pred_total_home_away=68.3/31.8,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1553047,Deportivo Llacuabamba,UTC Cajamarca,Copa De La Liga,Peru,2026-06-15T18:00:00+00:00,NS,40,LOW_SIGNAL_REVIEW,pred_total_home_away=50.0/50.0 | 1x2=1.70/3.40/4.50 | ou2.5=1.95/1.77,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,ADAPTER_BLOCKED_WEAK_SIGNAL,Signal score below review-only adapter threshold.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1499945,Defensores de Cambaceres,Berazategui,Primera C,Argentina,2026-06-15T18:30:00+00:00,SUSP,79,HIGH_SIGNAL_REVIEW,prediction_winner=Berazategui | pred_total_home_away=41.7/58.3 | 1x2=3.30/2.80/2.25 | ou2.5=2.55/1.45,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1499952,Sacachispas,Argentino Rosario,Primera C,Argentina,2026-06-15T18:30:00+00:00,NS,82,HIGH_SIGNAL_REVIEW,prediction_winner=Sacachispas | pred_total_home_away=59.0/41.0 | 1x2=2.15/2.90/3.45 | ou2.5=2.75/1.40,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1499953,Sportivo Barracas,General Lamadrid,Primera C,Argentina,2026-06-15T18:30:00+00:00,NS,69,MEDIUM_SIGNAL_REVIEW,prediction_winner=General Lamadrid | pred_total_home_away=45.3/54.7 | 1x2=2.50/2.80/2.90 | ou2.5=2.85/1.38,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1500177,Fénix,Leones de Rosario,Primera C,Argentina,2026-06-15T18:30:00+00:00,NS,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Leones de Rosario | pred_total_home_away=32.0/68.0,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1489377,Belgium,Egypt,World Cup,World,2026-06-15T19:00:00+00:00,NS,80,HIGH_SIGNAL_REVIEW,prediction_winner=Belgium | pred_total_home_away=58.5/41.5 | 1x2=1.57/4.00/5.70 | ou2.5=4.40/1.17,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1543401,Fjolnir,Kári,2. Deild,Iceland,2026-06-15T19:15:00+00:00,NS,48,LOW_SIGNAL_REVIEW,prediction_winner=Fjolnir | pred_total_home_away=51.0/49.0 | 1x2=1.68/4.33/3.40,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,ADAPTER_BLOCKED_WEAK_SIGNAL,Signal score below review-only adapter threshold.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1543402,Selfoss,Thróttur Vogar,2. Deild,Iceland,2026-06-15T19:15:00+00:00,NS,84,HIGH_SIGNAL_REVIEW,prediction_winner=Selfoss | pred_total_home_away=63.2/36.8 | 1x2=1.50/4.40/4.33,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1553048,Estudiantil CNI,Union Comercio,Copa De La Liga,Peru,2026-06-15T20:15:00+00:00,NS,10,WEAK_SIGNAL,pred_total_home_away=0/0,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,ADAPTER_BLOCKED_WEAK_SIGNAL,Signal score below review-only adapter threshold.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1530398,Sportivo Belgrano,Defensores de Belgrano VR,Torneo Federal A,Argentina,2026-06-15T21:00:00+00:00,NS,43,LOW_SIGNAL_REVIEW,prediction_winner=Sportivo Belgrano | pred_total_home_away=56.0/44.0,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,ADAPTER_BLOCKED_WEAK_SIGNAL,Signal score below review-only adapter threshold.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-15,2026-06-15T14:32:44+01:00,1489379,Saudi Arabia,Uruguay,World Cup,World,2026-06-15T22:00:00+00:00,NS,55,MEDIUM_SIGNAL_REVIEW,prediction_winner=Uruguay | pred_total_home_away=0/0 | 1x2=8.00/4.10/1.45 | ou2.5=4.75/1.15,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
