rows_processed,avg_home_matches_used,avg_away_matches_used,full_rows,partial_rows,sparse_rows,none_rows,stats_fixture_requests,api_calls_made,cache_hits,api_errors,plan_limit_errors,generated_at_utc
119,4.832,4.857,105,12,2,0,1190,0,1190,0,0,2026-05-11T06:36:51.867958+00:00
