date,result,provider,fixtures_returned,fixture_id,status_short,home_team,away_team,score_fulltime_home,score_fulltime_away
2026-05-02,OK,API-SPORTS_DIRECT,1311.0,,,,,,
2026-05-02T05:00:00+01:00,MATCHED,,,1504779.0,FT,Fagiano Okayama,Sanfrecce Hiroshima,1.0,0.0
2026-05-02T06:00:00+01:00,MATCHED,,,1504780.0,FT,FC Tokyo,Kawasaki Frontale,2.0,0.0
2026-05-02T06:00:00+01:00,MATCHED,,,1504781.0,FT,Kyoto Sanga,Shimizu S-pulse,1.0,2.0
2026-05-02T06:00:00+01:00,MATCHED,,,1504782.0,PEN,Yokohama F. Marinos,Mito Hollyhock,1.0,1.0
2026-05-02T06:00:00+01:00,MATCHED,,,1506956.0,FT,FC Seoul,Gimcheon Sangmu FC,2.0,3.0
2026-05-02T06:00:00+01:00,MATCHED,,,1506957.0,FT,Ulsan Hyundai FC,Pohang Steelers,0.0,1.0
2026-05-02T07:00:00+01:00,MATCHED,,,1504783.0,FT,Gamba Osaka,Vissel Kobe,5.0,0.0
2026-05-02T08:00:00+01:00,MATCHED,,,1504784.0,FT,Urawa,JEF United Chiba,2.0,0.0
2026-05-02T08:30:00+01:00,MATCHED,,,1506958.0,FT,Incheon United,Gangwon FC,0.0,1.0
2026-05-02T08:30:00+01:00,MATCHED,,,1506959.0,FT,Jeju United FC,Jeonbuk Motors,0.0,2.0
2026-05-02T11:00:00+01:00,MATCHED,,,1506960.0,FT,FC Anyang,Bucheon FC 1995,0.0,1.0
2026-05-02T11:00:00+01:00,MATCHED,,,1506961.0,FT,Gwangju FC,Daejeon Citizen,0.0,5.0
2026-05-02T12:00:00+01:00,MATCHED,,,1388893.0,FT,Arminia Bielefeld,VfL Bochum,1.0,1.0
2026-05-02T12:00:00+01:00,MATCHED,,,1388897.0,FT,Holstein Kiel,Eintracht Braunschweig,2.0,0.0
2026-05-02T12:00:00+01:00,MATCHED,,,1388901.0,FT,Dynamo Dresden,1. FC Kaiserslautern,1.0,0.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387091.0,FT,Blackburn,Leicester,0.0,1.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387092.0,FT,Watford,Coventry,0.0,4.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387093.0,FT,Hull City,Norwich,2.0,1.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387094.0,FT,Derby,Sheffield Utd,1.0,2.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387095.0,FT,Ipswich,QPR,3.0,0.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387096.0,FT,Sheffield Wednesday,West Brom,2.0,1.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387097.0,FT,Millwall,Oxford United,2.0,0.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387098.0,FT,Wrexham,Middlesbrough,2.0,2.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387099.0,FT,Bristol City,Stoke City,2.0,0.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387100.0,FT,Swansea,Charlton,3.0,1.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387101.0,FT,Portsmouth,Birmingham,1.0,1.0
2026-05-02T12:30:00+01:00,MATCHED,,,1387102.0,FT,Preston,Southampton,1.0,3.0
2026-05-02T13:00:00+01:00,MATCHED,,,1391158.0,FT,Villarreal,Levante,5.0,1.0
2026-05-02T13:00:00+01:00,MATCHED,,,1544644.0,FT,Almere City FC,Den Bosch,3.0,0.0
2026-05-02T14:00:00+01:00,MATCHED,,,1378213.0,FT,Udinese,Torino,2.0,0.0
2026-05-02T14:00:00+01:00,MATCHED,,,1387981.0,FT,Nantes,Marseille,3.0,0.0
2026-05-02T14:00:00+01:00,MATCHED,,,1494153.0,FT,Degerfors IF,BK Hacken,1.0,1.0
2026-05-02T14:00:00+01:00,MATCHED,,,1494160.0,FT,Sirius,Kalmar FF,3.0,2.0
2026-05-02T14:30:00+01:00,MATCHED,,,1388588.0,FT,Bayern München,1. FC Heidenheim,3.0,3.0
2026-05-02T14:30:00+01:00,MATCHED,,,1388590.0,FT,Eintracht Frankfurt,Hamburger SV,1.0,2.0
2026-05-02T14:30:00+01:00,MATCHED,,,1388592.0,FT,1899 Hoffenheim,VfB Stuttgart,3.0,3.0
2026-05-02T14:30:00+01:00,MATCHED,,,1388594.0,FT,Union Berlin,1. FC Köln,2.0,2.0
2026-05-02T14:30:00+01:00,MATCHED,,,1388595.0,FT,Werder Bremen,FC Augsburg,1.0,3.0
2026-05-02T15:00:00+01:00,MATCHED,,,1379312.0,FT,Brentford,West Ham,3.0,0.0
2026-05-02T15:00:00+01:00,MATCHED,,,1379317.0,FT,Newcastle,Brighton,3.0,1.0
2026-05-02T15:00:00+01:00,MATCHED,,,1379318.0,FT,Wolves,Sunderland,1.0,1.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386536.0,FT,Bromley,Walsall,3.0,1.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386537.0,FT,Cheltenham,Colchester,1.0,4.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386538.0,FT,Crawley Town,Salford City,0.0,0.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386539.0,FT,Crewe,Cambridge United,0.0,0.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386540.0,FT,Fleetwood Town,Milton Keynes Dons,1.0,1.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386541.0,FT,Gillingham,Shrewsbury,1.0,0.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386542.0,FT,Harrogate Town,Barnet,1.0,2.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386543.0,FT,Notts County,Bristol Rovers,1.0,1.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386544.0,FT,Oldham,Accrington ST,3.0,0.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386545.0,FT,Swindon Town,Chesterfield,1.0,2.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386546.0,FT,Tranmere,Grimsby,1.0,1.0
2026-05-02T15:00:00+01:00,MATCHED,,,1386547.0,FT,Barrow,Newport County,1.0,2.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387643.0,FT,AFC Wimbledon,Huddersfield,0.0,4.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387644.0,FT,Barnsley,Stockport County,1.0,3.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387645.0,FT,Bolton,Luton,2.0,3.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387646.0,FT,Exeter City,Bradford,1.0,2.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387647.0,FT,Leyton Orient,Burton Albion,2.0,2.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387648.0,FT,Northampton,Plymouth,2.0,3.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387649.0,FT,Peterborough,Doncaster,1.0,3.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387650.0,FT,Port Vale,Lincoln,0.0,2.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387651.0,FT,Reading,Blackpool,0.0,1.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387652.0,FT,Stevenage,Wigan,1.0,0.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387653.0,FT,Wycombe,Rotherham,3.0,2.0
2026-05-02T15:00:00+01:00,MATCHED,,,1387654.0,FT,Mansfield Town,Cardiff,5.0,4.0
2026-05-02T15:00:00+01:00,MATCHED,,,1536952.0,FT,KVC Westerlo,OH Leuven,3.0,3.0
2026-05-02T15:00:00+01:00,MATCHED,,,1540009.0,FT,Dundee,ST Mirren,1.0,0.0
2026-05-02T15:00:00+01:00,MATCHED,,,1540010.0,FT,Kilmarnock,Dundee Utd,3.0,0.0
2026-05-02T15:00:00+01:00,MATCHED,,,1540023.0,FT,Falkirk,Motherwell,1.0,0.0
2026-05-02T15:15:00+01:00,MATCHED,,,1391157.0,FT,Valencia,Atletico Madrid,0.0,2.0
2026-05-02T15:15:00+01:00,MATCHED,,,1392180.0,FT,Cultural Leonesa,Cadiz,2.0,2.0
2026-05-02T15:30:00+01:00,MATCHED,,,1381153.0,FT,Utrecht,NAC Breda,2.0,0.0
2026-05-02T15:30:00+01:00,MATCHED,,,1396516.0,FT,Arouca,Santa Clara,2.0,2.0
2026-05-02T15:30:00+01:00,MATCHED,,,1396521.0,FT,Moreirense,Estrela,3.0,2.0
2026-05-02T15:30:00+01:00,MATCHED,,,1396522.0,FT,Nacional,AVS,1.0,2.0
2026-05-02T16:00:00+01:00,MATCHED,,,1387984.0,FT,Paris Saint Germain,Lorient,2.0,2.0
2026-05-02T16:00:00+01:00,MATCHED,,,1531278.0,FT,Grazer AK,WSG Wattens,4.0,0.0
2026-05-02T16:00:00+01:00,MATCHED,,,1531279.0,FT,Ried,FC BW Linz,2.0,0.0
2026-05-02T17:00:00+01:00,MATCHED,,,1378206.0,FT,Como,Napoli,0.0,0.0
2026-05-02T17:00:00+01:00,MATCHED,,,1494645.0,FT,Brann,Fredrikstad,3.0,1.0
2026-05-02T17:00:00+01:00,MATCHED,,,1538471.0,FT,Lausanne,FC Luzern,1.0,3.0
2026-05-02T17:00:00+01:00,MATCHED,,,1538472.0,FT,FC Winterthur,FC Zurich,2.0,2.0
2026-05-02T17:15:00+01:00,MATCHED,,,1536951.0,FT,Charleroi,Genk,2.0,0.0
2026-05-02T17:30:00+01:00,MATCHED,,,1379309.0,FT,Arsenal,Fulham,3.0,0.0
2026-05-02T17:30:00+01:00,MATCHED,,,1388587.0,FT,Bayer Leverkusen,RB Leipzig,4.0,1.0
2026-05-02T17:30:00+01:00,MATCHED,,,1391149.0,FT,Alaves,Athletic Club,2.0,4.0
2026-05-02T17:30:00+01:00,MATCHED,,,1392178.0,FT,Castellón,Cordoba,1.0,2.0
2026-05-02T17:45:00+01:00,MATCHED,,,1381149.0,FT,Groningen,Excelsior,2.0,3.0
2026-05-02T18:00:00+01:00,MATCHED,,,1387980.0,FT,Metz,Monaco,1.0,2.0
2026-05-02T18:00:00+01:00,MATCHED,,,1394713.0,FT,Fenerbahçe,Başakşehir,3.0,1.0
2026-05-02T18:00:00+01:00,MATCHED,,,1394719.0,FT,Samsunspor,Galatasaray,4.0,1.0
2026-05-02T18:00:00+01:00,MATCHED,,,1394720.0,FT,Trabzonspor,Göztepe,1.0,1.0
2026-05-02T18:00:00+01:00,MATCHED,,,1396519.0,FT,Famalicao,Benfica,2.0,2.0
2026-05-02T18:00:00+01:00,MATCHED,,,1490252.0,FT,Toronto FC,San Jose Earthquakes,1.0,1.0
2026-05-02T19:00:00+01:00,MATCHED,,,1381146.0,FT,Ajax,PSV Eindhoven,2.0,2.0
2026-05-02T19:00:00+01:00,MATCHED,,,1389397.0,FT,Estac Troyes,Laval,4.0,0.0
2026-05-02T19:00:00+01:00,MATCHED,,,1389398.0,FT,Le Mans,Reims,1.0,1.0
2026-05-02T19:00:00+01:00,MATCHED,,,1389399.0,FT,Dunkerque,Grenoble,0.0,1.0
2026-05-02T19:00:00+01:00,MATCHED,,,1389400.0,FT,PAU,Nancy,1.0,3.0
2026-05-02T19:00:00+01:00,MATCHED,,,1389401.0,FT,Boulogne,Annecy,1.0,2.0
2026-05-02T19:00:00+01:00,MATCHED,,,1389402.0,FT,Rodez,Saint Etienne,2.0,1.0
2026-05-02T19:00:00+01:00,MATCHED,,,1389403.0,FT,Guingamp,Bastia,0.0,1.0
2026-05-02T19:00:00+01:00,MATCHED,,,1389404.0,FT,Amiens,RED Star FC 93,1.0,3.0
2026-05-02T19:00:00+01:00,MATCHED,,,1389405.0,FT,Montpellier,Clermont Foot,1.0,2.0
2026-05-02T19:00:00+01:00,MATCHED,,,1542943.0,FT,Lommel United,Beerschot VA,3.0,1.0
2026-05-02T19:30:00+01:00,MATCHED,,,1388900.0,FT,FC Schalke 04,Fortuna Düsseldorf,1.0,0.0
2026-05-02T19:30:00+01:00,MATCHED,,,1490251.0,FT,Sporting Kansas City,Seattle Sounders,1.0,1.0
2026-05-02T19:30:00+01:00,MATCHED,,,1538486.0,FT,FC Basel 1893,FC Thun,3.0,1.0
2026-05-02T19:45:00+01:00,MATCHED,,,1378204.0,FT,Atalanta,Genoa,0.0,0.0
2026-05-02T19:45:00+01:00,MATCHED,,,1536994.0,FT,St. Truiden,Union St. Gilloise,2.0,1.0
