date,timezone,api_fixtures,local_date_fixtures,upcoming_fixtures,filtered_rows,scored_rows,shortlist_rows,deep_rows,approved_premium_rows,approved_standard_rows,approved_rows,competition_shortlist_rows,competition_top_rows,downgraded_rows,blocked_rows,watch_rows,snapshot_dir,run_finished_at
2026-06-13,Atlantic/Canary,540,540,115,0,0,0,0,0,0,0,0,0,0,0,0,/home/runner/work/vsigma/vsigma/data/processed/today/2026-06-13,2026-06-13T20:46:02.432354+00:00
