summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,12,12,9,9,0,92.9083,0.165181,15.1667,9.6667,5.5,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,9,9,9,9,0,91.7756,0.190818,20.2222,12.8889,7.3333,0.0
by_final_execution_bucket,DOWNGRADED,,,,,3,3,0,0,0,96.3067,0.088271,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,9,9,9,9,0,91.7756,0.190818,20.2222,12.8889,7.3333,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,3,3,0,0,0,96.3067,0.088271,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,9,9,9,9,0,91.7756,0.190818,20.2222,12.8889,7.3333,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,3,3,0,0,0,96.3067,0.088271,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,98.795,0.232047,23.0,13.0,10.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,104.68,0.197489,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,6,6,6,6,0,87.285,0.175964,18.5,12.8333,5.6667,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,3,3,0,0,0,96.3067,0.088271,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,9,9,9,9,0,91.7756,0.190818,20.2222,12.8889,7.3333,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,3,3,0,0,0,96.3067,0.088271,0.0,0.0,0.0,0.0
