date,timezone,baseline_pick_count,candidate_v2_pick_count,overlap_picks,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,run_finished_at
2026-05-13,Atlantic/Canary,3,2,2,1,2,-1.56,-52.0,1,1,-0.56,-28.0,2026-05-14T06:44:39.178153+00:00
