mode,pick_count,settled_rows,pending_rows,unmatched_rows,wins,losses,pushes,voids,profit_units,roi_percent
SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,1,1,0,0,1,0,0,0,0.44,44.0
