rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
12,7,0,0,5,0,12,0,0,7.714,5,2026-05-13T15:13:56.302470+00:00
