target_date,generated_at,metric,rows_evaluated,hit_rate,avg_abs_error_mid,bias_direction,calibration_status,severity,recommended_adjustment,model_area,auto_apply_allowed,operator_note,source_guard,auto_apply,production_change
2026-05-28,2026-05-28T12:58:02+01:00,total_cards,5,0.800,1.60,OVER_ESTIMATE,CALIBRATION_OK,LOW,Keep current calibration.,total_cards,NO,Metric is inside acceptable range.,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_corners,6,0.667,2.50,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,LOW,Increase corner projection only for wide-pressure profiles with real corner sample support.,build_match_stat_forecasts.corner_model,NO,Model is underestimating corners.,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_fouls,6,0.667,6.33,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,HIGH,Review metric-specific formula after more post-match samples.,build_match_stat_forecasts.total_fouls,NO,Mixed calibration signal.,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_goals,6,0.333,1.01,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,HIGH,Reduce goal projection pressure: lower goal_nudge and/or reduce projected-goals weight by 5-10% for similar profiles.,build_match_stat_forecasts.goal_model,NO,Model is overestimating total goals.,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_shots,6,0.833,2.67,OVER_ESTIMATE,CALIBRATION_OK,LOW,Keep current calibration.,total_shots,NO,Metric is inside acceptable range.,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_sot,6,1.000,1.50,BALANCED_OR_ON_RANGE,CALIBRATION_OK,LOW,Keep current calibration.,total_sot,NO,Metric is inside acceptable range.,DATED_INPUT_ONLY,NO,NO
