target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,official_action,executable_now,final_block_reason,execution_family_status,is_actionable,is_non_actionable,is_expired,result_status,decision_quality_label,quality_bucket,improvement_signal,recommended_followup,accuracy_primary_risk,competition_calibrated_prob,learning_family,learning_status,sample_key,learning_priority,learning_note
2026-05-28,2026-05-29T19:18:26+01:00,1535327,CONMEBOL Libertadores,Palmeiras,Junior,BTTS_YES,EXECUTABLE,YES,NONE,RESULT_AVAILABLE,YES,NO,NO,WIN,ACTIONABLE_WIN,RESOLVED_RESULT,CONFIRM_EDGE,Accumulate result sample; only repeated patterns can feed shadow/review gates.,FAILURE_MODE_BTTS_BREAK,0.59,ACTIONABLE_RESULT,COLLECT_MORE_SAMPLE,ACTIONABLE_RESULT::BTTS_YES::FAILURE_MODE_BTTS_BREAK::CONFIRM_EDGE,P3,Resolved actionable result logged for sample accumulation.
2026-05-28,2026-05-29T19:18:26+01:00,,,,,,NO_BET,NO,NO_CANDIDATES,NO_CANDIDATES,NO,YES,NO,UNRESOLVED,,,,,,,NO_BET_BLOCK,COLLECT_MORE_SAMPLE,NO_BET_BLOCK::UNKNOWN_MARKET::UNKNOWN_RISK::NO_SIGNAL,P3,Outcome unresolved; wait for post-results labeling.
2026-05-28,2026-05-29T19:18:26+01:00,,,,,,NO_BET,NO,NO_CANDIDATES,NO_CANDIDATES,NO,YES,NO,UNRESOLVED,,,,,,,NO_BET_BLOCK,COLLECT_MORE_SAMPLE,NO_BET_BLOCK::UNKNOWN_MARKET::UNKNOWN_RISK::NO_SIGNAL,P3,Outcome unresolved; wait for post-results labeling.
2026-05-28,2026-05-29T19:18:26+01:00,,,,,,,,,,,,,UNRESOLVED,,,,,,,UNRESOLVED,COLLECT_MORE_SAMPLE,UNRESOLVED::UNKNOWN_MARKET::UNKNOWN_RISK::NO_SIGNAL,P3,Outcome unresolved; wait for post-results labeling.
2026-05-28,2026-05-29T19:18:26+01:00,1535314,CONMEBOL Libertadores,Boca Juniors,U. Catolica,OVER_1_5,,,,,,,,UNMATCHED,,,,,,,UNRESOLVED,PROMOTION_NOT_ALLOWED,UNRESOLVED::OVER_1_5::UNKNOWN_RISK::NO_SIGNAL,P3,Evidence only; promotion requires separate shadow experiment and promotion gate.
2026-05-28,2026-05-29T19:18:26+01:00,1535218,CONMEBOL Sudamericana,America de Cali,Macara,OVER_1_5,,,,,,,,UNMATCHED,,,,,,,UNRESOLVED,PROMOTION_NOT_ALLOWED,UNRESOLVED::OVER_1_5::UNKNOWN_RISK::NO_SIGNAL,P3,Evidence only; promotion requires separate shadow experiment and promotion gate.
