target_date,generated_at,metric,rows_evaluated,hit_count,miss_count,hit_rate,avg_abs_error_mid,bias_direction,calibration_status,source_guard,auto_apply,production_change
2026-05-28,2026-05-28T12:58:02+01:00,total_cards,5,4,1,0.800,1.60,OVER_ESTIMATE,CALIBRATION_OK,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_corners,6,4,2,0.667,2.50,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_fouls,6,4,2,0.667,6.33,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_goals,6,2,4,0.333,1.01,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_shots,6,5,1,0.833,2.67,OVER_ESTIMATE,CALIBRATION_OK,DATED_INPUT_ONLY,NO,NO
2026-05-28,2026-05-28T12:58:02+01:00,total_sot,6,6,0,1.000,1.50,BALANCED_OR_ON_RANGE,CALIBRATION_OK,DATED_INPUT_ONLY,NO,NO
