summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,9,9,5,5,0,88.4211,0.197708,14.1111,8.5556,5.5556,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,5,5,5,5,0,89.092,0.224843,20.4,12.8,7.6,0.0
by_final_execution_bucket,DOWNGRADED,,,,,4,4,0,0,0,87.5825,0.163789,6.25,3.25,3.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,5,5,5,5,0,89.092,0.224843,20.4,12.8,7.6,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,0,0,0,83.48,0.377016,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,3,3,0,0,0,88.95,0.092714,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,5,5,5,5,0,89.092,0.224843,20.4,12.8,7.6,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,4,4,0,0,0,87.5825,0.163789,6.25,3.25,3.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,90.8,0.153112,13.5,12.5,1.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,93.43,0.233659,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,2,2,2,2,0,85.215,0.292166,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,4,4,0,0,0,87.5825,0.163789,6.25,3.25,3.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,5,5,5,5,0,89.092,0.224843,20.4,12.8,7.6,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,1,1,0,0,0,83.48,0.377016,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,3,3,0,0,0,88.95,0.092714,0.0,0.0,0.0,0.0
