target_date,generated_at,rank,fixture_id,home_team,away_team,recheck_decision,market,minutes_to_kickoff,window_status,match_status,elapsed,score,total_shots,total_sot,total_corners,home_possession,away_possession,signal_score,live_trigger_decision,reason,source_guard,auto_apply,production_change
2026-05-28,2026-05-28T23:46:18+01:00,1,1535327,Palmeiras,Junior,LIVE_ONLY_WAIT_TRIGGER,CORNERS_OVER_8_5_REVIEW,196.53,TOO_LATE,1H,45.0,3-1,0,0,0,0,0,0,TOO_LATE,live window passed,DATED_INPUT_ONLY,NO,NO
