target_date,generated_at,rank,fixture_id,home_team,away_team,market_primary,adjusted_status,objective_level,dependency_level,opponent_level,draw_level,lineup_level,availability_level,market_level,memory_level,context_level,context_score,policy,auto_apply,production_change
2026-05-28,2026-05-28T09:27:07+01:00,1,1535315,Bolívar,Independ. Rivadavia,OVER_2_5,SHADOW_RISK_ONLY,PROXY_TEMPO,DEPENDENCY_UNKNOWN,STAKE_UNKNOWN,DRAW_NOT_KEY,LINEUPS_NOT_CONFIRMED,AVAIL_UNKNOWN_CLEAN,O25_LOW_CONV,MEM_NONE,L7_SOFT_DOWN,48,reduced stake or live,NO,NO
2026-05-28,2026-05-28T09:27:07+01:00,2,1535327,Palmeiras,Junior,BTTS_YES,WAIT_PRELOCK,PROXY_TEMPO,DEPENDENCY_UNKNOWN,STAKE_UNKNOWN,DRAW_NOT_KEY,WAIT_PRELOCK,AVAIL_UNKNOWN_CLEAN,GOALS_STANDARD,MEM_NONE,L6_REVIEW,42,review only,NO,NO
