target_date,generated_at,rank,fixture_id,league,home_team,away_team,market_primary,base_recommendation,objective_override_status,home_objective_status,away_objective_status,objective_edge,context_gate_decision,context_gate_reason,recommended_action,home_urgency_score,away_urgency_score,home_rank,away_rank,auto_apply,production_change,guardrail_status
2026-07-16,2026-07-16T10:34:42+01:00,1,1554388,UEFA Champions League,Universitatea Craiova,ML Vitebsk,BTTS_YES,BET,PROXY_ONLY,PROXY,PROXY,NEUTRAL,OBJECTIVE_NEUTRAL_OR_UNKNOWN,no strong objective proxy,No real objective override available,,,,,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-07-16,2026-07-16T10:34:42+01:00,2,1554428,UEFA Europa Conference League,Malisheva,Vllaznia Shkodër,OVER_2_5,BET,PROXY_ONLY,PROXY,PROXY,NEUTRAL,OBJECTIVE_NEUTRAL_OR_UNKNOWN,no strong objective proxy,No real objective override available,,,,,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-07-16,2026-07-16T10:34:42+01:00,3,1554375,UEFA Champions League,Atert Bissen,KI Klaksvik,OVER_2_5,BET,PROXY_ONLY,PROXY,PROXY,NEUTRAL,OBJECTIVE_NEUTRAL_OR_UNKNOWN,no strong objective proxy,No real objective override available,,,,,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
