summary_scope,metric,rows_total
overall,target_fixtures,85
odds_structure_depth_status,NO_ODDS_FOUND,85
odds_structure_coherence_flag,NO_ODDS_UNCERTAIN,85
odds_total_ladder_shape,UNKNOWN,85
odds_market_translation_hint,ODDS_DEPTH_UNCERTAIN,85
odds_line_aggression_flag,UNKNOWN,85
