summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,27.0,27.0,27.0,0.668,0.66,0.0,270.0,0.0,2026-05-13T14:57:09.300422+00:00,,
home_quality_flag,,,,,,,,,,FULL,23.0
home_quality_flag,,,,,,,,,,PARTIAL,4.0
away_quality_flag,,,,,,,,,,FULL,25.0
away_quality_flag,,,,,,,,,,PARTIAL,2.0
