target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,provider,refresh_status,refresh_note,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,result_ready_for_ledger,api_calls_planned,api_calls_executed,auto_apply,production_change
2026-06-18,2026-06-18T12:39:46+01:00,1493544,Indy Eleven,Brooklyn,USL Championship,USA,2026-06-17T23:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,PST,Match Postponed,,,,,,,,,,,,NO,69,1,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524965,Lionsbridge,Patuxent,USL League Two,USA,2026-06-17T23:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,6,0,6,0,3,0,,,,,YES,69,2,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524967,Pittsburgh Riverhounds 2,Lorain County Leviathan,USL League Two,USA,2026-06-17T23:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,3,2,3,2,1,0,,,,,YES,69,3,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524970,Sporting Jax 2,Nona,USL League Two,USA,2026-06-17T23:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,3,0,3,0,0,,,,,YES,69,4,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524972,Tobacco Road,Appalachian,USL League Two,USA,2026-06-17T23:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,1,1,1,0,1,,,,,YES,69,5,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524974,Virginia Beach City,Bethesda SC,USL League Two,USA,2026-06-17T23:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,3,2,3,0,1,,,,,YES,69,6,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524441,Virginia Marauders,Charlottesville Blues,USL League Two,USA,2026-06-17T23:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,4,0,4,0,0,,,,,YES,69,7,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524963,Jackson Boom,Red River,USL League Two,USA,2026-06-18T00:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,3,0,3,0,3,,,,,YES,69,8,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524968,Rockford Raptors,Sueno,USL League Two,USA,2026-06-18T00:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,0,1,0,1,0,,,,,YES,69,9,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524976,Weston,FC Miami City,USL League Two,USA,2026-06-18T00:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,3,1,3,1,1,0,,,,,YES,69,10,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1525408,Memphis 901,Little Rock Rangers,USL League Two,USA,2026-06-18T00:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,1,0,1,0,0,,,,,YES,69,11,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1493543,FC Tulsa,Monterey Bay,USL Championship,USA,2026-06-18T00:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,0,2,0,1,0,,,,,YES,69,12,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524979,Fort Worth Vaqueros,McKinney Chupacabras,USL League Two,USA,2026-06-18T00:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,7,1,7,0,4,,,,,YES,69,13,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524980,Springfield,Peoria,USL League Two,USA,2026-06-18T01:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,5,0,5,0,1,,,,,YES,69,14,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1493866,Forward Madison,Fort Wayne,USL League One,USA,2026-06-18T01:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,1,1,1,1,0,,,,,YES,69,15,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524983,Laredo Heat,Brazos Valley,USL League Two,USA,2026-06-18T01:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,3,0,3,0,3,0,,,,,YES,69,16,NO,NO
2026-06-18,2026-06-18T12:39:46+01:00,1524958,AMSG,Ventura County Fusion,USL League Two,USA,2026-06-18T02:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,5,0,5,0,0,,,,,YES,69,17,NO,NO
