target_date,generated_at,rows_reviewed,api_calls_planned,api_calls_executed,finished_rows,pending_rows,refresh_status_counts,provider_counts,next_action,auto_apply,production_change
2026-07-31,2026-07-31T11:05:51+01:00,4,4,4,4,0,OK=4,API-SPORTS_DIRECT=4,Re-run the postmatch accuracy ledger after this refresh. This output does not create picks or stake.,NO,NO
