summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,4.0,2.0,3.0,0.506,0.575,2.0,38.0,0.0,2026-07-31T10:42:19.997508+00:00,,
home_quality_flag,,,,,,,,,,UNKNOWN,2.0
home_quality_flag,,,,,,,,,,FULL,1.0
home_quality_flag,,,,,,,,,,PARTIAL,1.0
away_quality_flag,,,,,,,,,,FULL,3.0
away_quality_flag,,,,,,,,,,UNKNOWN,1.0
