target_date,generated_at,rows_reviewed,promoted_rows,blocked_rows,quarantine_rows,promotion_status_counts,next_action,auto_apply,production_change
2026-07-28,2026-07-28T21:42:19+01:00,4,0,0,4,TRUSTED_SOURCE_BUT_NO_SCORED_ROW=4,No promotion unless TRUSTED_RAW_SOURCE has non-blocked scored data. Keep No Bet for blocked rows.,NO,NO
