target_date,generated_at,ledger_key,fixture_id,home_team,away_team,league,country,board_rank,final_decision,decision_bucket,board_bucket,primary_market,secondary_market,stake_band,execution_permission,portfolio_status,context_level,forecast_confidence,forecast_warning,translation_score,kill_switch,stat_profile,prelock_trigger,live_trigger,cancel_trigger,source_guard,operator_action_level,operator_final_decision,operator_risk_label,operator_health_status,ledger_status,official_pick_permission,pick_tracking_required,postmatch_audit_required,result_status,postmatch_quality_label,postmatch_quality_score,learning_status,operator_note,auto_apply,production_change
2026-07-28,2026-07-28T11:07:06+01:00,2026-07-28|1494217|NO_CLEAR_STAT_MARKET,1494217,IF Brommapojkarna,Hammarby FF,,,1,NO_BET,NO_BET,BLOCKED,NO_CLEAR_STAT_MARKET,NONE,NO_STAKE,NO,REVIEW_ONLY,L6_REVIEW,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS; API_COVERAGE_UNKNOWN,-34,LOW_FORECAST_CONFIDENCE,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,none,none,default no bet; low forecast confidence; bad or incomplete lineups,DATED_INPUT_ONLY; API_COVERAGE_GATE_V2,NONE,NO_OPERATOR_ACTION,NONE,ATTENTION,OFFICIAL_NO_BET,NO_PICK_NO_STAKE,YES,YES,PENDING_NO_BET_AUDIT,PENDING,,PENDING_POSTMATCH,No execution permission.; api_gate=UNKNOWN; coverage_score=; missing=unknown,NO,NO
2026-07-28,2026-07-28T11:07:06+01:00,2026-07-28|1494711|NO_CLEAR_STAT_MARKET,1494711,KFUM Oslo,Molde,,,2,NO_BET,NO_BET,BLOCKED,NO_CLEAR_STAT_MARKET,NONE,NO_STAKE,NO,REVIEW_ONLY,L6_REVIEW,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS; API_COVERAGE_UNKNOWN,-34,LOW_FORECAST_CONFIDENCE,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,none,none,default no bet; low forecast confidence; bad or incomplete lineups,DATED_INPUT_ONLY; API_COVERAGE_GATE_V2,NONE,NO_OPERATOR_ACTION,NONE,ATTENTION,OFFICIAL_NO_BET,NO_PICK_NO_STAKE,YES,YES,PENDING_NO_BET_AUDIT,PENDING,,PENDING_POSTMATCH,No execution permission.; api_gate=UNKNOWN; coverage_score=; missing=unknown,NO,NO
2026-07-28,2026-07-28T11:07:06+01:00,2026-07-28|1492307|NO_CLEAR_STAT_MARKET,1492307,Remo,Vitoria,,,3,NO_BET,NO_BET,BLOCKED,NO_CLEAR_STAT_MARKET,NONE,NO_STAKE,NO,REVIEW_ONLY,L6_REVIEW,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS; API_COVERAGE_UNKNOWN,-34,PROXY_BRIDGE_INVERSION_BLOCK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,none,none,default no bet; bad or incomplete lineups,DATED_INPUT_ONLY; API_COVERAGE_GATE_V2,NONE,NO_OPERATOR_ACTION,NONE,ATTENTION,OFFICIAL_NO_BET,NO_PICK_NO_STAKE,YES,YES,PENDING_NO_BET_AUDIT,PENDING,,PENDING_POSTMATCH,No execution permission.; api_gate=UNKNOWN; coverage_score=; missing=unknown,NO,NO
2026-07-28,2026-07-28T11:07:06+01:00,2026-07-28|1494709|NO_CLEAR_STAT_MARKET,1494709,Aalesund,Viking,,,4,NO_BET,NO_BET,BLOCKED,NO_CLEAR_STAT_MARKET,NONE,NO_STAKE,NO,LIVE_ONLY_OR_SYMBOLIC,L7_SOFT_DOWN,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS; API_COVERAGE_UNKNOWN,-34,CANDIDATE_PROVENANCE_CEILING,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,none,none,default no bet; bad or incomplete lineups,DATED_INPUT_ONLY; API_COVERAGE_GATE_V2,NONE,NO_OPERATOR_ACTION,NONE,ATTENTION,OFFICIAL_NO_BET,NO_PICK_NO_STAKE,YES,YES,PENDING_NO_BET_AUDIT,PENDING,,PENDING_POSTMATCH,No execution permission.; api_gate=UNKNOWN; coverage_score=; missing=unknown,NO,NO
