target_date,generated_at,source_rows_reviewed,adapter_rows_written,adapter_promoted_review_only_rows,adapter_blocked_rows,adapter_status_counts,allowed_downstream_use_counts,pick_permission_counts,stake_permission_counts,auto_apply,production_change
2026-07-28,2026-07-28T11:07:04+01:00,4,4,4,0,API_ENRICHED_PROMOTION_REVIEW_READY=4,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES=4,NO_PICK_PERMISSION=4,NO_STAKE_PERMISSION=4,NO,NO
