target_date,generated_at,source_rows,finished_rows,pending_rows,summary_rows,top_market_by_hit_rate,top_market_by_hit_or_void_rate,sample_warning_counts,calibration_status_counts,next_action,auto_apply,production_change
2026-07-05,2026-07-05T10:55:11+01:00,641,287,354,84,SCORE_BUCKET=SCORE_90_PLUS | API_DOUBLE_CHANCE | hit_rate_pct=85.9 | evaluated=85,SCORE_BUCKET=SCORE_90_PLUS | API_DNB | hit_or_void_rate_pct=85.9 | evaluated=85,SAMPLE_OK_100_PLUS=56; MEDIUM_SAMPLE_UNDER_100=14; INSUFFICIENT_SAMPLE_UNDER_20=7; LOW_SAMPLE_UNDER_50=7,CALIBRATION_NEUTRAL=31; CALIBRATION_MEDIUM_OBSERVED_EDGE=17; CALIBRATION_STRONG_OBSERVED_EDGE=11; CALIBRATION_WEAK_OR_NEGATIVE=7; CALIBRATION_OBSERVE_ONLY=7; CALIBRATION_STRONG_PROTECTED_MARKET=6; CALIBRATION_MEDIUM_PROTECTED_MARKET=5,Use this summary to design future promotion rules only after enough sample size exists. It cannot create picks or stake.,NO,NO
