target_date,generated_at,fixtures_reviewed,search_provider,urls_discovered,rows_extracted,status_counts,source_counts,auto_apply,production_change
2026-07-05,2026-07-05T10:55:01+01:00,2,SERPAPI_SEARCH_FAILED,0,0,NO_DATA=2,,NO,NO
