summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,6,6,2,2,0,82.7817,0.16055,11.5,7.5,4.0,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,2,2,2,2,0,80.66,0.187058,15.5,9.5,6.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,4,4,0,0,0,83.8425,0.147296,9.5,6.5,3.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,2,2,2,2,0,80.66,0.187058,15.5,9.5,6.0,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,2,2,0,0,0,80.665,0.218855,19.0,13.0,6.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,2,2,0,0,0,87.02,0.075736,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,2,2,2,2,0,80.66,0.187058,15.5,9.5,6.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,4,4,0,0,0,83.8425,0.147296,9.5,6.5,3.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,80.66,0.187058,15.5,9.5,6.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,4,4,0,0,0,83.8425,0.147296,9.5,6.5,3.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,2,2,2,2,0,80.66,0.187058,15.5,9.5,6.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,2,2,0,0,0,80.665,0.218855,19.0,13.0,6.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,2,2,0,0,0,87.02,0.075736,0.0,0.0,0.0,0.0
