target_date,generated_at,fixture_id,home_team,away_team,provider,api_status,api_note,team_side,team_id,team_name,formation,row_type,player_id,player_name,player_number,player_position,player_grid,api_calls_planned,api_calls_executed,source_guard,lineup_permission,canonical_board_permission,pick_permission,stake_permission,auto_apply,production_change
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,39302,Matvei Igonen,38,G,1:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,48144,Daniel Sundgren,6,D,2:4,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,47823,Sebastian Ohlsson,7,D,2:3,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,48003,Sebastian Ohlsson,16,D,2:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,563401,Samba Diatara,18,D,2:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,47600,Nahom Girmai,22,M,3:4,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,48148,Bilal Hussein,8,M,3:3,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,329165,Kazper Karlsson,4,M,3:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,356462,Elias Barsoum,20,M,3:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,215868,Arman Taranis,17,F,4:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,START_XI,48100,Ludvig Fritzson,14,F,4:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,SUBSTITUTE,625542,Olle Leonardsson,24,F,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,SUBSTITUTE,571374,Alexander Lindgren,19,M,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,SUBSTITUTE,47631,Dijan Vukojevic,11,F,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,SUBSTITUTE,47665,Erik Lindell,12,D,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,SUBSTITUTE,226418,Rasmus Forsell,25,G,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-05,2026-07-05T11:27:07+01:00,1494194,Degerfors IF,Malmo FF,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,2172,Degerfors IF,4-4-2,SUBSTITUTE,100104,Mamadouba Diaby,2,D,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
