summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,6.0,6.0,6.0,0.542,0.484,0.0,60.0,0.0,2026-07-05T10:26:34.760220+00:00,,
home_quality_flag,,,,,,,,,,FULL,6.0
away_quality_flag,,,,,,,,,,FULL,6.0
