execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1494195,2026-07-05,Allsvenskan,IF Elfsborg,Hammarby FF,OVER_2_5,APPROVED_PREMIUM,BET,124.65714285714286,81.39,0.8141,1.75,0.2426714285714286,WIN,0.75,WIN,0.75,RESULT_AVAILABLE,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-05-20260706T114423Z
2,PREMIUM_CORE,1494199,2026-07-05,Allsvenskan,Kalmar FF,Orgryte IS,BTTS_YES,APPROVED_PREMIUM,BET,112.07444444444444,79.93,0.687,1.8,0.1314444444444444,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-05-20260706T114423Z
