target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-07-05,2026-07-05T23:30:06+01:00,LOCAL_RAW_CANDIDATES_FOUND,2700,223,716,"Review accepted rows, then feed normal scoring gates.",NO,NO
