fixture_id,league,home_team,away_team,market_primary,kickoff_time,minutes_to_kickoff,prelock_window_start,prelock_status,recommended_next_action,recommended_command
1494195,Allsvenskan,IF Elfsborg,Hammarby FF,OVER_2_5,2026-07-05T14:30:41+00:00,-1273.75,2026-07-05T13:00:41+00:00,KICKOFF_PASSED,ALL_SETTLED,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-07-05 --timezone Atlantic/Canary --mode status
