summary_scope,metric,rows_total,value_num,value_text,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
overall,shortlist_rows,2,2.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,result_available_rows,2,2.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,pending_rows,2,0.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,unmatched_rows,2,0.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,bet_rows,2,2.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,lean_play_rows,2,0.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,premium_rows,2,2.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,standard_rows,2,0.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,wins,2,1.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,losses,2,1.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,pushes,2,0.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,voids,2,0.0,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,profit_units_total,2,-0.25,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,roi_percent,2,-12.5,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,avg_execution_score,2,118.365794,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
overall,avg_primary_edge,2,0.187058,,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
by_final_execution_bucket,shortlist_rows,2,2.0,APPROVED_PREMIUM,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
by_final_execution_bucket,result_available_rows,2,2.0,APPROVED_PREMIUM,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
by_final_execution_bucket,pending_rows,2,0.0,APPROVED_PREMIUM,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
by_final_execution_bucket,unmatched_rows,2,0.0,APPROVED_PREMIUM,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
by_final_execution_bucket,bet_rows,2,2.0,APPROVED_PREMIUM,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
by_final_execution_bucket,lean_play_rows,2,0.0,APPROVED_PREMIUM,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
by_final_execution_bucket,premium_rows,2,2.0,APPROVED_PREMIUM,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
by_final_execution_bucket,standard_rows,2,0.0,APPROVED_PREMIUM,2026-07-05,2026-07-06T11:44:23+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-07-05-20260706T114423Z
