target_date,generated_at,fixture_id,home_team,away_team,market_hint,before_primary,after_primary,before_permission,after_permission,guard_action,reason,auto_apply,production_change
2026-07-05,2026-07-05T10:55:00+01:00,1494194,Degerfors IF,Malmo FF,OVER_2_5,NO_CLEAR_STAT_MARKET,NO_CLEAR_STAT_MARKET,NO_BET,NO_BET,NO_CHANGE,not a proxy inversion,NO,NO
2026-07-05,2026-07-05T10:55:00+01:00,1506988,Jeonbuk Motors,Gangwon FC,OVER_1_5,UNDER_3_5_REVIEW,NO_CLEAR_STAT_MARKET,NO_BET_OR_WATCH,NO_BET,BLOCKED_INVERSION,proxy objective-context tempo/over source cannot be inverted into under/no-goals market,NO,NO
