target_date,generated_at,sources_reviewed,sample_gate_counts,verdict_counts,recommended_action_counts,auto_apply,production_change
2026-07-05,2026-07-05T10:55:01+01:00,15,INSUFFICIENT_SAMPLE=15,HOLD_SAMPLE=15,KEEP_ACTIVE_COLLECT_MORE_DATA=15,NO,NO
