target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,official_action,executable_now,final_block_reason,execution_family_status,is_actionable,is_non_actionable,is_expired,result_status,decision_quality_label,quality_bucket,improvement_signal,recommended_followup,accuracy_primary_risk,competition_calibrated_prob,learning_family,learning_status,sample_key,learning_priority,learning_note
2026-07-05,2026-07-06T12:44:28+01:00,1494195,Allsvenskan,IF Elfsborg,Hammarby FF,OVER_2_5,EXECUTABLE,YES,NONE,RESULT_AVAILABLE,YES,NO,NO,WIN,ACTIONABLE_WIN,RESOLVED_RESULT,CONFIRM_EDGE,Accumulate result sample; only repeated patterns can feed shadow/review gates.,FAILURE_MODE_LOW_CONVERSION,0.8141,ACTIONABLE_RESULT,COLLECT_MORE_SAMPLE,ACTIONABLE_RESULT::OVER_2_5::FAILURE_MODE_LOW_CONVERSION::CONFIRM_EDGE,P3,Resolved actionable result logged for sample accumulation.
2026-07-05,2026-07-06T12:44:28+01:00,1494199,Allsvenskan,Kalmar FF,Orgryte IS,BTTS_YES,EXECUTABLE,YES,NONE,RESULT_AVAILABLE,YES,NO,NO,LOSS,ACTIONABLE_LOSS,RESOLVED_RESULT,REVIEW_PATTERN,Accumulate result sample; only repeated patterns can feed shadow/review gates.,FAILURE_MODE_BTTS_BREAK,0.687,ACTIONABLE_RESULT,REVIEW_PATTERN,ACTIONABLE_RESULT::BTTS_YES::FAILURE_MODE_BTTS_BREAK::REVIEW_PATTERN,P2,Potential learning signal; collect repeated samples before proposing any change.
