fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1392201,Castellón,Cadiz,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,94.21,A_ANALIZAR_PRIMERO,
1379330,Aston Villa,Liverpool,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,86.03,A_ANALIZAR_PRIMERO,
1536959,OH Leuven,Antwerp,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,85.05,A_ANALIZAR_PRIMERO,
1392200,Cordoba,Albacete,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,81.75,A_ANALIZAR_PRIMERO,
1543763,Notts County,Chesterfield,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,80.95,A_ANALIZAR_PRIMERO,
1544651,Bari,Sudtirol,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,80.21,A_ANALIZAR_PRIMERO,
1394736,Rizespor,Beşiktaş,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,79.76,A_ANALIZAR_PRIMERO,
1543762,Salford City,Grimsby,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,75.48,A_ANALIZAR_PRIMERO,
1544972,Saint Etienne,Rodez,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,74.78,A_ANALIZAR_PRIMERO,
1544662,Partick,Dunfermline,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,57.26,B_ANALIZAR,
1544566,Çorum FK,Bodrum FK,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1522807,FK Trakai,Panevėžys,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1544688,Hamilton Academical,Clyde,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1544965,Al-Wasl FC,Al-Ittihad Kalba,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
