summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,10.0,10.0,10.0,0.553,0.59,0.0,100.0,0.0,2026-05-15T16:17:38.307031+00:00,,
home_quality_flag,,,,,,,,,,FULL,10.0
away_quality_flag,,,,,,,,,,FULL,9.0
away_quality_flag,,,,,,,,,,PARTIAL,1.0
