mode,pick_count,settled_rows,pending_rows,unmatched_rows,wins,losses,pushes,voids,profit_units,roi_percent,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
SHADOW_CANDIDATE_V5_PLAYER_IMPACT,1,0,1,0,0,0,0,0,0.0,,2026-05-15,2026-05-15T16:07:37+00:00,POST,CANDIDATE_V5_RESULTS,NO_DATE_COLUMN,2026-05-15-20260515T160737Z
