summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,10,8,3,3,0,85.018,0.114295,8.2,5.2,3.0,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,3,3,3,3,0,88.5633,0.1764,19.0,13.0,6.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,5,5,0,0,0,79.884,0.120896,5.0,2.6,2.4,0.0
by_final_execution_bucket,WATCH,,,,,2,0,0,0,0,92.535,0.004633,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,3,3,3,3,0,88.5633,0.1764,19.0,13.0,6.0,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,0,0,0,80.68,0.259178,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,4,4,0,0,0,79.685,0.086326,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,2,0,0,0,0,92.535,0.004633,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,3,3,3,3,0,88.5633,0.1764,19.0,13.0,6.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,5,5,0,0,0,79.884,0.120896,5.0,2.6,2.4,0.0
by_bucket_and_final_recommendation,WATCH,,WATCH,,,2,0,0,0,0,92.535,0.004633,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,87.65,0.154482,13.0,13.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,91.93,0.173014,19.0,13.0,6.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,1,1,1,1,0,86.11,0.201705,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,5,5,0,0,0,79.884,0.120896,5.0,2.6,2.4,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,2,0,0,0,0,92.535,0.004633,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,3,3,3,3,0,88.5633,0.1764,19.0,13.0,6.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,1,1,0,0,0,80.68,0.259178,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,4,4,0,0,0,79.685,0.086326,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,2,0,0,0,0,92.535,0.004633,0.0,0.0,0.0,0.0
