fixture_id,league,home_team,away_team,market_primary,kickoff_time,minutes_to_kickoff,prelock_window_start,prelock_status,recommended_next_action,recommended_command
1544651,Serie B,Bari,Sudtirol,OVER_1_5,2026-05-15T18:00:29.200000+00:00,210.45,2026-05-15T16:30:29.200000+00:00,PENDING_OUTSIDE_WINDOW,WAIT_FOR_PRELOCK,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-15 --timezone Atlantic/Canary --mode prelock --window-minutes 90
