execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1379330,2026-05-15,Premier League,Aston Villa,Liverpool,OVER_2_5,APPROVED_PREMIUM,BET,128.2313812154696,91.93,0.7255,1.81,0.1730138121546961,PENDING,,PENDING,,PENDING,2026-05-15,2026-05-15T16:07:37+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-15-20260515T160737Z
2,PREMIUM_CORE,1392200,2026-05-15,Segunda División,Cordoba,Albacete,OVER_2_5,APPROVED_PREMIUM,BET,122.09819875776398,87.65,0.7756,1.61,0.1544819875776397,PENDING,,PENDING,,PENDING,2026-05-15,2026-05-15T16:07:37+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-15-20260515T160737Z
3,PREMIUM_EXTENDED,1544651,2026-05-15,Serie B,Bari,Sudtirol,OVER_1_5,APPROVED_PREMIUM,BET,111.28052287581698,86.11,0.8553,1.53,0.2017052287581698,PENDING,,PENDING,,PENDING,2026-05-15,2026-05-15T16:07:37+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-15-20260515T160737Z
