target_date,generated_at,ledger_key,fixture_id,home_team,away_team,league,country,board_rank,final_decision,decision_bucket,board_bucket,primary_market,secondary_market,stake_band,execution_permission,portfolio_status,context_level,forecast_confidence,forecast_warning,translation_score,kill_switch,stat_profile,prelock_trigger,live_trigger,cancel_trigger,source_guard,operator_action_level,operator_final_decision,operator_risk_label,operator_health_status,ledger_status,official_pick_permission,pick_tracking_required,postmatch_audit_required,result_status,postmatch_quality_label,postmatch_quality_score,learning_status,operator_note,auto_apply,production_change
2026-07-20,2026-07-20T11:25:46+01:00,2026-07-20|1494212|NO_CLEAR_STAT_MARKET,1494212,Halmstad,BK Hacken,,,1,NO_BET,NO_BET,BLOCKED,NO_CLEAR_STAT_MARKET,NONE,NO_STAKE,NO,REVIEW_ONLY,L6_REVIEW,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS; API_COVERAGE_UNKNOWN,-34,CANDIDATE_PROVENANCE_CEILING,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,none,none,default no bet; bad or incomplete lineups,DATED_INPUT_ONLY; API_COVERAGE_GATE_V2,NONE,NO_OPERATOR_ACTION,NONE,ATTENTION,OFFICIAL_NO_BET,NO_PICK_NO_STAKE,YES,YES,PENDING_NO_BET_AUDIT,PENDING,,PENDING_POSTMATCH,No execution permission.; api_gate=UNKNOWN; coverage_score=; missing=unknown,NO,NO
2026-07-20,2026-07-20T11:25:46+01:00,2026-07-20|1507002|NO_CLEAR_STAT_MARKET,1507002,FC Anyang,Gwangju FC,,,2,NO_BET,NO_BET,BLOCKED,NO_CLEAR_STAT_MARKET,NONE,NO_STAKE,NO,REVIEW_ONLY,L6_REVIEW,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS; API_COVERAGE_UNKNOWN,-34,CANDIDATE_PROVENANCE_CEILING,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,none,none,default no bet; bad or incomplete lineups,DATED_INPUT_ONLY; API_COVERAGE_GATE_V2,NONE,NO_OPERATOR_ACTION,NONE,ATTENTION,OFFICIAL_NO_BET,NO_PICK_NO_STAKE,YES,YES,PENDING_NO_BET_AUDIT,PENDING,,PENDING_POSTMATCH,No execution permission.; api_gate=UNKNOWN; coverage_score=; missing=unknown,NO,NO
2026-07-20,2026-07-20T11:25:46+01:00,2026-07-20|1494213|NO_CLEAR_STAT_MARKET,1494213,Hammarby FF,Degerfors IF,,,3,NO_BET,NO_BET,BLOCKED,NO_CLEAR_STAT_MARKET,NONE,NO_STAKE,NO,REVIEW_ONLY,L6_REVIEW,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS; API_COVERAGE_UNKNOWN,-34,PROXY_BRIDGE_INVERSION_BLOCK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,none,none,default no bet; bad or incomplete lineups,DATED_INPUT_ONLY; API_COVERAGE_GATE_V2,NONE,NO_OPERATOR_ACTION,NONE,ATTENTION,OFFICIAL_NO_BET,NO_PICK_NO_STAKE,YES,YES,PENDING_NO_BET_AUDIT,PENDING,,PENDING_POSTMATCH,No execution permission.; api_gate=UNKNOWN; coverage_score=; missing=unknown,NO,NO
