target_date,generated_at,fixture_id,home_team,away_team,market_hint,before_primary,after_primary,before_permission,after_permission,guard_action,reason,auto_apply,production_change
2026-07-20,2026-07-20T11:25:29+01:00,1494213,Hammarby FF,Degerfors IF,BTTS_YES,UNDER_3_5_REVIEW,NO_CLEAR_STAT_MARKET,NO_BET_OR_WATCH,NO_BET,BLOCKED_INVERSION,proxy objective-context tempo/over source cannot be inverted into under/no-goals market,NO,NO
2026-07-20,2026-07-20T11:25:29+01:00,1494212,Halmstad,BK Hacken,AWAY_WIN,UNDER_3_5_REVIEW,UNDER_3_5_REVIEW,NO_BET_OR_WATCH,NO_BET_OR_WATCH,NO_CHANGE,not a proxy inversion,NO,NO
2026-07-20,2026-07-20T11:25:29+01:00,1507002,FC Anyang,Gwangju FC,HOME_WIN,UNDER_3_5_REVIEW,UNDER_3_5_REVIEW,NO_BET_OR_WATCH,NO_BET_OR_WATCH,NO_CHANGE,not a proxy inversion,NO,NO
