target_date,generated_at,fixture_id,home_team,away_team,candidate_origin,max_execution_permission,before_permission,after_permission,before_stake,after_stake,ceiling_action,reason,auto_apply,production_change
2026-07-20,2026-07-20T11:25:29+01:00,1494212,Halmstad,BK Hacken,OBJECTIVE_PROXY,NO_BET,NO_BET_OR_WATCH,NO_BET,NO_STAKE_OR_SYMBOLIC,NO_STAKE,CAPPED,permission NO_BET_OR_WATCH exceeded provenance ceiling NO_BET from OBJECTIVE_PROXY,NO,NO
2026-07-20,2026-07-20T11:25:29+01:00,1507002,FC Anyang,Gwangju FC,OBJECTIVE_PROXY,NO_BET,NO_BET_OR_WATCH,NO_BET,NO_STAKE_OR_SYMBOLIC,NO_STAKE,CAPPED,permission NO_BET_OR_WATCH exceeded provenance ceiling NO_BET from OBJECTIVE_PROXY,NO,NO
2026-07-20,2026-07-20T11:25:29+01:00,1494213,Hammarby FF,Degerfors IF,OBJECTIVE_PROXY,NO_BET,NO_BET,NO_BET,NO_STAKE,NO_STAKE,NO_CHANGE,permission already within provenance ceiling or ledger missing,NO,NO
