target_date,generated_at,rank,fixture_id,league,home_team,away_team,market_primary,base_recommendation,objective_override_status,home_objective_status,away_objective_status,objective_edge,context_gate_decision,context_gate_reason,recommended_action,home_urgency_score,away_urgency_score,home_rank,away_rank,auto_apply,production_change,guardrail_status
2026-07-20,2026-07-20T11:25:29+01:00,1,1494212,Allsvenskan,Halmstad,BK Hacken,AWAY_WIN,BET,PROXY_ONLY,PROXY,PROXY,HOME,TABLE_PROXY_CONFLICT,table proxy favors home side,No real objective override available,1.0,0.5,16.0,4.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-07-20,2026-07-20T11:25:29+01:00,2,1494213,Allsvenskan,Hammarby FF,Degerfors IF,BTTS_YES,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,1.0,1.0,2.0,14.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-07-20,2026-07-20T11:25:29+01:00,3,1507002,K League 1,FC Anyang,Gwangju FC,HOME_WIN,BET,PROXY_ONLY,PROXY,PROXY,AWAY,TABLE_PROXY_CONFLICT,table proxy favors away side,No real objective override available,0.0,1.0,7.0,12.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
