target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,promotion_status,promotion_reason,source_path,allowed_downstream_use,auto_apply,production_change
2026-06-24,2026-06-24T22:09:14+01:00,1530596,1 Lyga,Lithuania,Babrungas,Kauno Žalgiris II,2026-06-24T16:00:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-06-24,2026-06-24T22:09:14+01:00,1506576,1. Deild,Faroe-Islands,TB,HB II,2026-06-24T16:00:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-06-24,2026-06-24T22:09:14+01:00,1496458,3. Division - Girone 1,Norway,Gamle Oslo,Lokomotiv Oslo,2026-06-24T18:00:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-06-24,2026-06-24T22:09:14+01:00,1543285,Carioca A2,Brazil,América RJ,CEAC / Araruama,2026-06-24T18:45:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-06-24,2026-06-24T22:09:14+01:00,1541988,Catarinense - 2,Brazil,Blumenau,Caravaggio,2026-06-24T19:00:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-06-24,2026-06-24T22:09:14+01:00,1533184,Championnat D1,Gabon,Vautour Club,Bitam,2026-06-24T15:30:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-06-24,2026-06-24T22:09:14+01:00,1544425,Copa Chile,Chile,D. La Serena,Cobresal,2026-06-24T21:00:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-06-24,2026-06-24T22:09:14+01:00,1560416,Copa Rio,Brazil,São Gonçalo EC RJ,Serrano RJ,2026-06-24T15:00:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-06-24,2026-06-24T22:09:14+01:00,1560798,Copa Venezuela,Venezuela,Academia Anzoátegui,Atletico Avila FC,2026-06-24T21:00:00+01:00,NOT_TRUSTED_NO_PROMOTION,raw candidate is not TRUSTED_RAW_SOURCE,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,DIAGNOSTIC_ONLY,NO,NO
2026-06-24,2026-06-24T22:09:14+01:00,1560800,Copa Venezuela,Venezuela,Caracas FC,Aragua FC,2026-06-24T21:00:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
