summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,15,14,10,10,0,85.4767,0.158263,14.2,8.6,5.6,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,10,10,10,10,0,88.078,0.196134,21.3,12.9,8.4,0.0
by_final_execution_bucket,DOWNGRADED,,,,,4,4,0,0,0,80.2475,0.063583,0.0,0.0,0.0,0.0
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,80.38,,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,10,10,10,10,0,88.078,0.196134,21.3,12.9,8.4,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,4,4,0,0,0,80.2475,0.063583,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,80.38,,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,10,10,10,10,0,88.078,0.196134,21.3,12.9,8.4,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,4,4,0,0,0,80.2475,0.063583,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,WATCH,,MODEL_ONLY,,,1,0,0,0,0,80.38,,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,3,3,3,3,0,88.5167,0.188719,21.0,13.0,8.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,2,2,2,2,0,98.315,0.225887,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,5,5,5,5,0,83.72,0.188683,20.0,12.8,7.2,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,4,4,0,0,0,80.2475,0.063583,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,1,0,0,0,0,80.38,,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,10,10,10,10,0,88.078,0.196134,21.3,12.9,8.4,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,4,4,0,0,0,80.2475,0.063583,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,1,0,0,0,0,80.38,,0.0,0.0,0.0,0.0
