target_date,generated_at,rank,fixture_id,home_team,away_team,market_primary,adjusted_status,objective_level,dependency_level,opponent_level,draw_level,lineup_level,availability_level,market_level,memory_level,context_level,context_score,policy,auto_apply,production_change
2026-05-27,2026-05-27T22:06:34+01:00,4,1535225,Olimpia,A. Italiano,OVER_2_5,WAIT_PRELOCK,PROXY_TEMPO,DEPENDENCY_UNKNOWN,STAKE_UNKNOWN,DRAW_NOT_KEY,WAIT_PRELOCK,AVAIL_UNKNOWN_CLEAN,O25_LOW_CONV,MEM_NONE,L7_SOFT_DOWN,54,reduced stake or live,NO,NO
2026-05-27,2026-05-27T22:06:34+01:00,2,1535322,Independiente del Valle,Rosario Central,OVER_1_5,WAIT_PRELOCK,PROXY_TEMPO,DEPENDENCY_UNKNOWN,STAKE_UNKNOWN,DRAW_NOT_KEY,WAIT_PRELOCK,AVAIL_UNKNOWN_CLEAN,O15_LOW_CONV,MEM_NONE,L7_SOFT_DOWN,46,reduced stake or live,NO,NO
2026-05-27,2026-05-27T22:06:34+01:00,3,1535325,Libertad Asuncion,UCV,BTTS_YES,WAIT_PRELOCK,PROXY_TEMPO,DEPENDENCY_UNKNOWN,STAKE_UNKNOWN,DRAW_NOT_KEY,WAIT_PRELOCK,AVAIL_UNKNOWN_CLEAN,GOALS_STANDARD,MEM_NONE,L6_REVIEW,42,review only,NO,NO
2026-05-27,2026-05-27T22:06:34+01:00,1,1544608,Crystal Palace,Rayo Vallecano,OVER_1_5,SHADOW_RISK_ONLY,PROXY_TEMPO,DEPENDENCY_UNKNOWN,STAKE_UNKNOWN,DRAW_NOT_KEY,LINEUPS_NOT_CONFIRMED,AVAIL_UNKNOWN_CLEAN,O15_LOW_CONV,MEM_NONE,L6_REVIEW,40,review only,NO,NO
