target_date,generated_at,rank,fixture_id,home_team,away_team,recheck_decision,market,minutes_to_kickoff,window_status,match_status,elapsed,score,total_shots,total_sot,total_corners,home_possession,away_possession,signal_score,live_trigger_decision,reason,source_guard,auto_apply,production_change
2026-05-27,2026-05-27T23:52:57+01:00,1,1544608,Crystal Palace,Rayo Vallecano,LIVE_ONLY_WAIT_TRIGGER,OVER_1_5_SUPPORTED,46.25,MATCH_FINISHED,FT,90.0,1-0,0,0,0,0,0,0,MATCH_FINISHED,match already final,DATED_INPUT_ONLY,NO,NO
2026-05-27,2026-05-27T23:52:57+01:00,2,1535325,Libertad Asuncion,UCV,LIVE_ONLY_WAIT_TRIGGER,OVER_1_5_SUPPORTED,226.25,TOO_LATE,HT,45.0,0-0,0,0,0,0,0,0,TOO_LATE,live window passed,DATED_INPUT_ONLY,NO,NO
2026-05-27,2026-05-27T23:52:57+01:00,3,1535225,Olimpia,A. Italiano,LIVE_ONLY_WAIT_TRIGGER,OVER_1_5_SUPPORTED,226.22,TOO_LATE,HT,45.0,0-0,0,0,0,0,0,0,TOO_LATE,live window passed,DATED_INPUT_ONLY,NO,NO
2026-05-27,2026-05-27T23:52:57+01:00,4,1535322,Independiente del Valle,Rosario Central,LIVE_ONLY_WAIT_TRIGGER,OVER_1_5_SUPPORTED,226.26,TOO_LATE,HT,45.0,0-0,0,0,0,0,0,0,TOO_LATE,live window passed,DATED_INPUT_ONLY,NO,NO
