target_date,generated_at,metric,rows_evaluated,hit_count,miss_count,hit_rate,avg_abs_error_mid,bias_direction,calibration_status,source_guard,auto_apply,production_change
2026-05-27,2026-05-27T18:47:44+01:00,total_cards,4,3,1,0.750,1.75,UNDER_ESTIMATE,CALIBRATION_OK,DATED_INPUT_ONLY,NO,NO
2026-05-27,2026-05-27T18:47:44+01:00,total_corners,6,4,2,0.667,2.50,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-27,2026-05-27T18:47:44+01:00,total_fouls,6,4,2,0.667,4.17,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-27,2026-05-27T18:47:44+01:00,total_goals,6,1,5,0.167,1.34,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-27,2026-05-27T18:47:44+01:00,total_shots,6,3,3,0.500,7.33,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-27,2026-05-27T18:47:44+01:00,total_sot,6,2,4,0.333,3.50,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
