target_date,generated_at,priority,area,status,evidence,recommendation,safe_auto_pr,auto_merge,pr_action
2026-08-31,2026-08-31T17:20:45+01:00,MEDIUM,health,MISSING,vsigma_automation_health.md missing,Run health monitor before issue/brief workflows.,YES,NO,CREATE_REVIEW_ONLY_PR_PLAN
