target_date,generated_at,rows_reviewed,candidate_rows,block_rows,observe_rows,insufficient_sample_rows,rule_bucket_counts,rule_decision_counts,future_rule_candidate_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-28,2026-06-28T11:11:52+01:00,84,24,20,40,7,RULE_OBSERVE_ONLY_SEGMENT=31; RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET=20; RULE_CANDIDATE_PROTECTED_MARKET=12; RULE_CANDIDATE_TOTAL_MARKET=12; RULE_OBSERVE_ONLY_INSUFFICIENT_SAMPLE=7; RULE_NEUTRAL_OBSERVE_MORE=2,OBSERVE_MORE_SEGMENT=31; FUTURE_RULE_REVIEW_ONLY=24; BLOCK_ML_PROMOTION=8; COLLECT_MORE_SAMPLE=7; BLOCK_BTTS_YES_PROMOTION=6; BLOCK_OVER_2_5_PROMOTION=6; OBSERVE_MORE_GLOBAL_MARKET=2,NO_SEGMENT_SAMPLE_TOO_SMALL=31; YES_REVIEW_ONLY=24; NO_BLOCKED_MARKET=20; NO_SAMPLE_TOO_SMALL=7; NO_OBSERVE_MORE=2,NO_RULE_ACTIVATION_PERMISSION=84,NO_PICK_PERMISSION=84,NO_STAKE_PERMISSION=84,"Review candidate rules only after sample grows. This board cannot activate rules, picks, or stake.",NO,NO
