shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,recent_stats_quality_flag,recent_stats_process_score,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg
1,TOP_CORE,TOP_CORE,2026-05-05,World,CONMEBOL Libertadores,1535293,Rosario Central,Libertad Asuncion,97.41,91.51,HIGH,2-1 / 3-1 / 2-2,BTTS_YES,OVER_2_5,STRONG,TOP_CORE,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,12,0,0,12,GENERIC_BROAD,odds_num <= 2.57,odds_num <= 2.57 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | odds_num <= 2.33,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.6892,2.33,0.4291845493562232,0.26001545064377685,0.7238,1.85,0.5405405405405405,0.18325945945945954,2.31,1.45,3.76,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-7721.63,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,AWAY_TRAILING,away_trailing_keep_away_live,Proj goles: local 2.31 | visitante 1.45,Market edge primario: prob 0.689 | impl 0.429 | edge +0.260,Bias lado: +1.58 | tie=AWAY_TRAILING | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=5.20 aSOT=5.20 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,1.0,4.0,1.0,1.0,2.125,0.875,1.5,1.5,0.875,1.75,0.875,0.625,0.375,0.125,0.625,0.5,0.75,0.75,0.625,0.625,14.8,10.8,11.4,12.4,5.2,5.2,2.4,5.6,58.0,45.4,4.4,3.0,4.2,5.8,11.0,10.0,2.4,3.333,1.8,2.0,3.4,2.2
2,TOP_CORE,TOP_CORE,2026-05-05,World,CONMEBOL Libertadores,1535295,Sporting Cristal,Palmeiras,94.86,89.16,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,STRONG,TOP_CORE,BET,TOP_CORE,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8552,1.33,0.7518796992481203,0.1033203007518797,0.6636,2.0,0.5,0.16359999999999997,1.37,2.05,3.42,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-7721.63,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,HOME_TRAILING,home_trailing_flip_away_to_over,Proj goles: local 1.37 | visitante 2.05,Market edge primario: prob 0.855 | impl 0.752 | edge +0.103,Bias lado: -1.03 | tie=HOME_TRAILING | hint=OVER_OR_BTTS_CHECK | stats=FULL hSOT=4.20 aSOT=4.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,3.0,1.0,1.0,1.0,1.25,2.0,1.375,1.25,1.625,0.5,0.875,0.875,0.25,0.5,0.625,0.5,0.75,0.625,0.625,0.25,14.2,17.0,14.6,11.0,4.2,4.0,3.6,2.8,58.6,56.0,5.2,8.4,4.4,3.8,11.0,12.2,1.8,1.6,2.0,2.0,3.4,5.4
3,CORE_SHORTLIST,CORE,2026-05-05,South-Korea,K League 1,1506967,FC Seoul,FC Anyang,91.76,86.56,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,STRONG,CORE_SHORTLIST,BET,CORE_SHORTLIST,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8757,1.34,0.7462686567164178,0.1294313432835822,0.6995,2.05,0.48780487804878053,0.21169512195121948,2.5,1.12,3.62,SPARSE,1.2,2.0,1.0,0.4,0.2,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-8441.63,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.50 | visitante 1.12,Market edge primario: prob 0.876 | impl 0.746 | edge +0.129,Bias lado: +2.53 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=SPARSE hSOT=4.00 aSOT=12.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,1.0,9.0,1.0,0.5,2.0,1.125,2.25,1.25,0.875,1.125,0.875,0.75,0.375,0.125,0.5,0.625,0.75,0.625,0.625,0.25,10.0,13.0,13.0,15.0,4.0,12.0,3.0,5.0,55.5,55.0,4.0,2.0,6.5,4.0,12.0,14.0,0.0,3.0,1.5,0.0,1.5,0.0
4,CORE_SHORTLIST,CORE,2026-05-05,Netherlands,Eerste Divisie,1544645,Waalwijk,Willem II,91.38,86.18,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9355,,,,0.8185,,,,1.88,2.56,4.44,SPARSE,2.8,2.0,5.0,0.4,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-8036.63,0.0,0.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-0.16,-0.26,-0.26,-0.21,0.0,-0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.88 | visitante 2.56,"Market edge primario: prob 0.935 | sin cuota útil, fallback modelo",Bias lado: -1.40 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=SPARSE hSOT=5.00 aSOT=6.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=GOALKEEPER_UNKNOWN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=-0.21,6.0,3.0,0.0,1.0,1.625,2.625,2.25,2.125,1.5,0.625,1.0,0.875,0.125,0.5,0.875,0.375,1.0,0.75,0.625,0.625,11.5,14.2,19.5,11.4,5.0,6.0,6.0,2.2,41.0,43.2,1.0,6.0,9.0,6.0,10.5,8.8,1.5,1.4,2.5,1.75,2.0,4.0
5,CORE_SHORTLIST,CORE,2026-05-05,South-Korea,K League 1,1506963,Jeonbuk Motors,Gwangju FC,89.99,84.79,HIGH,2-1 / 3-1 / 2-2,OVER_2_5,HOME_DNB,STRONG,CORE_SHORTLIST,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,13,0,0,13,GENERIC_BROAD,odds_num <= 2.57,odds_num <= 2.57 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | odds_num <= 2.23 | odds_num <= 2.33,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.658,1.9,0.5263157894736842,0.13168421052631585,0.8873,,,,3.02,0.39,3.41,SPARSE,1.99,3.0,2.0,0.6,0.4,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-8741.63,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,3.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 3.02 | visitante 0.39,Market edge primario: prob 0.658 | impl 0.526 | edge +0.132,Bias lado: +4.74 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=SPARSE hSOT=4.33 aSOT=4.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,3.0,12.0,0.5,1.0,2.0,0.125,1.5,0.5,0.875,3.25,0.875,0.375,0.375,0.0,0.5,0.375,0.75,0.75,0.375,0.625,10.667,14.0,11.0,10.5,4.333,4.0,4.667,7.0,54.0,47.5,3.667,3.5,3.333,1.5,14.667,9.5,2.667,3.5,1.333,1.0,3.0,5.0
6,WATCHLIST,WATCH,2026-05-05,World,UEFA Champions League,1540843,Arsenal,Atletico Madrid,89.06,83.16,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8691,1.31,0.7633587786259541,0.10574122137404585,0.6878,1.97,0.5076142131979695,0.18018578680203046,2.12,1.43,3.55,FULL,4.0,5.0,5.0,1.0,1.0,4.0,4.0,FULL,FULL,4.0,4.0,HIGH,HIGH,FULL,8.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-7901.63,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,LEVEL_TIE,level_tie_soft_opening,Proj goles: local 2.12 | visitante 1.43,Market edge primario: prob 0.869 | impl 0.763 | edge +0.106,Bias lado: +0.94 | tie=LEVEL_TIE | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=3.80 aSOT=4.00 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=4.00 aRisk=4.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,1.0,14.0,1.0,0.0,1.375,1.375,1.125,1.75,0.875,1.5,0.875,1.0,0.5,0.25,0.5,0.75,0.625,1.0,0.5,0.625,12.8,13.8,12.8,12.8,3.8,4.0,2.8,3.6,47.6,48.8,4.8,4.8,4.6,5.0,10.0,11.2,0.8,2.0,2.8,1.8,4.4,3.0
7,WATCHLIST,WATCH,2026-05-05,World,CONMEBOL Sudamericana,1535196,Juventud,Atletico-MG,87.88,82.68,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8659,1.45,0.6896551724137931,0.17624482758620685,0.6822,2.38,0.42016806722689076,0.26203193277310927,2.18,1.34,3.52,SPARSE,2.8,2.0,5.0,0.4,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-7721.63,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,HOME_TRAILING,home_trailing_boost,Proj goles: local 2.18 | visitante 1.34,Market edge primario: prob 0.866 | impl 0.690 | edge +0.176,Bias lado: +1.45 | tie=HOME_TRAILING | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=SPARSE hSOT=4.50 aSOT=5.80 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,3.0,4.0,1.0,1.0,1.5,1.125,1.625,1.0,1.125,1.625,1.0,0.5,0.25,0.0,0.75,0.5,0.875,0.75,0.625,0.625,11.0,15.2,8.0,10.4,4.5,5.8,2.5,3.6,40.5,53.2,2.5,5.8,3.0,2.6,14.0,11.4,2.5,2.8,2.5,2.0,3.0,4.6
8,WATCHLIST,WATCH,2026-05-05,World,CONMEBOL Sudamericana,1535195,Independiente Petrolero,Caracas FC,87.03,82.03,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8618,1.34,0.7462686567164178,0.11553134328358217,0.6749,2.07,0.48309178743961356,0.1918082125603865,1.36,2.12,3.48,SPARSE,2.12,5.0,2.0,1.0,0.4,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-7721.63,0.0,1.0,11.0,11.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,HOME_TRAILING,home_trailing_flip_away_to_over,Proj goles: local 1.36 | visitante 2.12,Market edge primario: prob 0.862 | impl 0.746 | edge +0.116,Bias lado: -1.21 | tie=HOME_TRAILING | hint=OVER_OR_BTTS_CHECK | stats=SPARSE hSOT=4.00 aSOT=2.50 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,4.0,2.0,1.0,1.0,1.0,1.625,1.125,1.125,2.0,1.0,0.625,1.0,0.0,0.25,0.625,0.75,0.875,0.75,0.875,0.25,9.6,10.0,22.6,17.0,4.0,2.5,9.0,3.0,42.4,39.5,3.0,2.0,7.2,5.5,10.6,11.5,2.8,3.5,2.4,1.0,1.4,3.0
9,WATCHLIST,WATCH,2026-05-05,South-Korea,K League 1,1506966,Gimcheon Sangmu FC,Ulsan Hyundai FC,82.26,77.06,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,PLAYABLE,WATCH,LEAN_PLAY,WATCH,LEAN_PLAY,APPROVED_BY_PREMIUM_PROMOTED_RULE,20,2,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.7961,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8166,1.3,0.7692307692307692,0.04736923076923083,0.6008,2.0,0.5,0.1008,1.5,1.61,3.11,SPARSE,1.2,2.0,1.0,0.4,0.2,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-8591.63,0.0,0.0,11.0,11.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,5.0,0.0,1.0,0.45,0.22,0.04,0.45,0.29,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.50 | visitante 1.61,Market edge primario: prob 0.817 | impl 0.769 | edge +0.047,Bias lado: -0.53 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=SPARSE hSOT=3.50 aSOT=4.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=GOALKEEPER_UNKNOWN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.29,10.0,2.0,0.5,1.0,1.25,1.0,1.125,1.25,1.25,1.75,0.75,0.625,0.25,0.125,0.625,0.625,0.875,0.75,0.375,0.5,10.5,20.0,8.5,15.0,3.5,4.0,4.0,9.0,61.0,58.0,5.5,6.0,1.0,4.0,18.5,20.0,4.0,3.0,2.0,2.0,3.5,11.0
