fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1494179,IFK Goteborg,Mjallby AIF,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,87.02,A_ANALIZAR_PRIMERO,
1494675,Tromso,Aalesund,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,86.72,A_ANALIZAR_PRIMERO,
1494673,Sarpsborg 08 FF,Molde,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,85.73,A_ANALIZAR_PRIMERO,
1490324,Los Angeles FC,Seattle Sounders,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,82.68,A_ANALIZAR_PRIMERO,
1545418,SC Paderborn 07,VfL Wolfsburg,,OVER_OR_BTTS_CHECK,78.35,A_ANALIZAR_PRIMERO,
1545665,Rapid Vienna,Ried,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,77.35,A_ANALIZAR_PRIMERO,
1494674,Start,Valerenga,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,76.85,A_ANALIZAR_PRIMERO,
1494178,IF Elfsborg,BK Hacken,,OVER_OR_BTTS_CHECK,75.42,A_ANALIZAR_PRIMERO,
1494672,Sandefjord,Fredrikstad,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,74.83,A_ANALIZAR_PRIMERO,
1545251,Notts County,Salford City,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,74.37,A_ANALIZAR_PRIMERO,
1494669,Ham-Kam,Lillestrom,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,73.87,A_ANALIZAR_PRIMERO,
1494670,KFUM Oslo,Rosenborg,,OVER_OR_BTTS_CHECK,73.05,A_ANALIZAR_PRIMERO,
1545235,ST Mirren,Partick,,OVER_OR_BTTS_CHECK,60.26,B_ANALIZAR,
1522816,Šiauliai,FK Trakai,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1541925,Bnei Yehuda,Maccabi Herzliya,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1541926,Hapoel Afula,Kafr Qasim,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1541922,Hapoel Kfar Saba,Hapoel Ramat Gan,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1541919,Hapoel Nazareth Illit,Hapoel Acre,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1541923,Hapoel Ra'anana,Ironi Modi'in,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1541921,Hapoel Rishon LeZion,Hapoel Kfar Shalem,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1541924,Kiryat Yam SC,Maccabi Petah Tikva,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1541920,Maccabi Kabilio Jaffa,Hapoel Hadera,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520693,Botafogo SP,Athletic Club,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
