target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,decision_source,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,prelock_lineup_state,prelock_odds_state,prelock_availability_state
2026-05-25,2026-05-25T17:38:21+01:00,1545418,Bundesliga,SC Paderborn 07,VfL Wolfsburg,OVER_1_5,2026-05-25T19:30+01:00,111.64,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-25T18:00+01:00,,WAITING_FOR_WINDOW,vsigma_today_competition_top.csv,NO,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,,,
2026-05-25,2026-05-25T17:38:21+01:00,1494178,Allsvenskan,IF Elfsborg,BK Hacken,OVER_2_5,2026-05-25T18:00+01:00,21.64,EXECUTABLE,YES,NONE,NO,,ODDS_MISSING,PRELOCK_CONFIRMED,vsigma_today_competition_top.csv,YES,PRELOCK_CONFIRMED,lineups confirmed,PRELOCK_CONFIRMED,LINEUPS_CONFIRMED,ODDS_NOT_AVAILABLE,AVAILABILITY_RISK_ELEVATED
