# vSIGMA Daily Freshness Report

- Target date: 2026-05-25
- PASS: 41
- EMPTY_OK_NO_BET: 0
- WARNING_STALE_GLOBAL_FILE: 0
- ERROR_MISSING_REQUIRED_FILE: 0
- EMPTY_UNEXPECTED: 0
- PRE_LOCK_ACTIVE: pre-lock review writes separate PRELOCK outputs and never overwrites the frozen morning official baseline.

| target_date | file_name | path | pipeline_mode | candidate_version | status | detail | rows | snapshot_path |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2026-05-25 | vsigma_today_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_competition_shortlist.csv | PRE | OFFICIAL_BASELINE | PASS | output is fresh for requested target date | 2 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-05-25/vsigma_today_competition_shortlist.csv |
| 2026-05-25 | vsigma_today_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_competition_top.csv | PRE | OFFICIAL_BASELINE | PASS | output is fresh for requested target date | 2 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-05-25/vsigma_today_competition_top.csv |
| 2026-05-25 | vsigma_today_candidate_v2_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v2_competition_shortlist.csv | PRE | CANDIDATE_V2 | PASS | output is fresh for requested target date | 2 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-05-25/vsigma_today_candidate_v2_competition_shortlist.csv |
| 2026-05-25 | vsigma_today_candidate_v2_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v2_competition_top.csv | PRE | CANDIDATE_V2 | PASS | output is fresh for requested target date | 2 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-05-25/vsigma_today_candidate_v2_competition_top.csv |
| 2026-05-25 | vsigma_today_candidate_v4_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v4_competition_shortlist.csv | PRE | CANDIDATE_V4 | PASS | output is fresh for requested target date | 2 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-05-25/vsigma_today_candidate_v4_competition_shortlist.csv |
| 2026-05-25 | vsigma_today_candidate_v4_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v4_competition_top.csv | PRE | CANDIDATE_V4 | PASS | output is fresh for requested target date | 2 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-05-25/vsigma_today_candidate_v4_competition_top.csv |
| 2026-05-25 | vsigma_today_candidate_v5_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v5_competition_shortlist.csv | PRE | CANDIDATE_V5 | PASS | output is fresh for requested target date | 2 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-05-25/vsigma_today_candidate_v5_competition_shortlist.csv |
| 2026-05-25 | vsigma_today_candidate_v5_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v5_competition_top.csv | PRE | CANDIDATE_V5 | PASS | output is fresh for requested target date | 2 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-05-25/vsigma_today_candidate_v5_competition_top.csv |
| 2026-05-25 | vsigma_today_candidate_v6_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v6_competition_shortlist.csv | PRE | CANDIDATE_V6 | PASS | output is fresh for requested target date | 1 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-05-25/vsigma_today_candidate_v6_competition_shortlist.csv |
