execution_rank,date,league,fixture_id,home_team,away_team,market_primary,final_recommendation,execution_shortlist_source,execution_score,selection_score,primary_edge,primary_model_prob,pick_main_why,pick_supporting_edges,pick_primary_risk,pick_execution_rationale,pick_bucket_rationale,pick_rank_rationale,pick_failure_mode,pick_confirmation_layers
1,2026-05-25,Allsvenskan,1494178,IF Elfsborg,BK Hacken,OVER_2_5,BET,PREMIUM_CORE,124.48444444444443,80.6,0.2488444444444444,0.8044,STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE,STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;PREMIUM_RULE_EVIDENCE;EDGE_ABOVE_THRESHOLD;EDGE_STRONG;MODEL_PROB_STRONG;EXECUTION_SCORE_TOP;SELECTION_SCORE_HIGH;BET_EXECUTABLE;AVAILABILITY_ADVISORY_ONLY;AVAILABILITY_RISK_REPORTED_ONLY;LINEUP_CONFIRMS_THESIS_ACTIVE;COVERAGE_RICH_SUPPORT,FAILURE_MODE_LOW_CONVERSION; market=OVER_2_5; edge=0.249; market_fit=SAFE_OK,BET; edge=0.249; prob=0.804; odds=1.80; SAFE_OK; APPROVED_BY_PREMIUM_PROMOTED_RULE,PREMIUM_CORE: CORE_GATE_PASSED; APPROVED_PREMIUM; BET; SAFE_OK,EXECUTION_SHORTLIST_SORT: execution_rank=1; phase=PREMIUM_CORE; execution_score=124.484; selection_score=80.600; primary_edge=0.249; primary_model_prob=0.804; shortlist_rank=3; caps=league2_market2_fixture1,LOW_CONVERSION,STATS+ODDS+MARKET_TRANSLATION+FORM+LINEUP_ACTIVE+ADVISORY_AVAILABILITY+LEAGUE_COVERAGE
2,2026-05-25,Bundesliga,1545418,SC Paderborn 07,VfL Wolfsburg,OVER_1_5,BET,PREMIUM_CORE,121.21592592592593,84.05,0.1816592592592593,0.9224,STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE,STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;PREMIUM_RULE_EVIDENCE;EDGE_ABOVE_THRESHOLD;EDGE_STRONG;MODEL_PROB_STRONG;MODEL_PROB_EXTENDED_STRONG;EXECUTION_SCORE_TOP;SELECTION_SCORE_HIGH;BET_EXECUTABLE;AVAILABILITY_ADVISORY_ONLY;AVAILABILITY_RISK_REPORTED_ONLY;LINEUP_INACTIVE_NO_EDGE;COVERAGE_RICH_SUPPORT,FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.182; market_fit=SAFE_OK,BET; edge=0.182; prob=0.922; odds=1.35; SAFE_OK; APPROVED_BY_PREMIUM_PROMOTED_RULE,PREMIUM_CORE: CORE_GATE_PASSED; APPROVED_PREMIUM; BET; SAFE_OK,EXECUTION_SHORTLIST_SORT: execution_rank=2; phase=PREMIUM_CORE; execution_score=121.216; selection_score=84.050; primary_edge=0.182; primary_model_prob=0.922; shortlist_rank=2; caps=league2_market2_fixture1,LOW_CONVERSION,STATS+ODDS+MARKET_TRANSLATION+FORM+ADVISORY_AVAILABILITY+LEAGUE_COVERAGE
