summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,5,4,2,2,0,80.132,0.168508,14.6,7.8,6.8,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,2,2,2,2,0,82.325,0.215252,24.0,13.0,11.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,2,2,0,0,0,86.125,0.204438,12.5,6.5,6.0,0.0
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,63.76,0.003159,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,2,2,2,2,0,82.325,0.215252,24.0,13.0,11.0,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,0,0,0,92.22,0.334757,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,1,1,0,0,0,80.03,0.074118,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,63.76,0.003159,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,2,2,2,2,0,82.325,0.215252,24.0,13.0,11.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,2,2,0,0,0,86.125,0.204438,12.5,6.5,6.0,0.0
by_bucket_and_final_recommendation,WATCH,,WATCH,,,1,0,0,0,0,63.76,0.003159,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,80.6,0.248844,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,84.05,0.181659,23.0,13.0,10.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,2,2,0,0,0,86.125,0.204438,12.5,6.5,6.0,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,1,0,0,0,0,63.76,0.003159,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,2,2,2,2,0,82.325,0.215252,24.0,13.0,11.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,1,1,0,0,0,92.22,0.334757,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,1,1,0,0,0,80.03,0.074118,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,1,0,0,0,0,63.76,0.003159,0.0,0.0,0.0,0.0
