comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,baseline_market,candidate_v2_market,baseline_raw_prob,candidate_v2_raw_prob,baseline_calibrated_prob,candidate_v2_calibrated_prob,baseline_confidence_score,candidate_v2_confidence_score,baseline_bucket,candidate_v2_bucket,baseline_main_reason,candidate_v2_main_reason,baseline_primary_risk,candidate_v2_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BOTH,1494178,IF Elfsborg vs BK Hacken,Allsvenskan,2,2,OVER_2_5,OVER_2_5,0.8044,0.7904,0.821525,0.807525,131.523,129.461,ACCURACY_CORE,ACCURACY_CORE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-25,2026-05-25T16:36:16+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-25-20260525T163616Z
BOTH,1545418,SC Paderborn 07 vs VfL Wolfsburg,Bundesliga,1,1,OVER_1_5,OVER_1_5,0.9224,0.9254,0.85476,0.85776,155.046,155.854,ACCURACY_CORE,ACCURACY_CORE,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-25,2026-05-25T16:36:16+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-25-20260525T163616Z
