target_date,fixture_id,league,home_team,away_team,market_primary,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,decision_state,decision_reason,next_action
2026-05-25,1545418,Bundesliga,SC Paderborn 07,VfL Wolfsburg,OVER_1_5,0.85476,155.046,FAILURE_MODE_LOW_CONVERSION,2026-05-25T19:30+01:00,-199.28,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,,EXPIRED,NO,,,KICKOFF_ALREADY_PASSED,POST_PENDING,Kickoff has passed and post-result grading is still pending.,WAIT_FOR_POST_RESULTS
2026-05-25,1494178,Allsvenskan,IF Elfsborg,BK Hacken,OVER_2_5,0.821525,131.523,FAILURE_MODE_LOW_CONVERSION,2026-05-25T18:00+01:00,-289.28,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,,EXPIRED,YES,PRELOCK_CONFIRMED,lineups confirmed,PRELOCK_CONFIRMED,EXECUTABLE,Pick retained in PRELOCK output with no blocking prelock decision.,EXECUTE_GOVERNED_PICK
