generated_at,metric,days_observed,total_rows_evaluated,weighted_hit_rate,weighted_avg_abs_error_mid,dominant_bias,dominant_bias_days,latest_status,latest_severity,memory_decision,patch_candidate,recommended_next_action,auto_apply_allowed,source_guard,production_change
2026-05-25T21:56:25+01:00,total_cards,1,3,0.667,3.33,UNDER_ESTIMATE,1,MODEL_UNDER_ESTIMATING,HIGH,ACCUMULATE_MORE_SAMPLE,NO,Keep collecting post-match calibration. Minimum gate: >=10 evaluated rows across >=2 days.,NO,DATED_INPUT_ONLY,NO
2026-05-25T21:56:25+01:00,total_corners,1,3,0.333,4.33,OVER_ESTIMATE,1,MODEL_OVER_ESTIMATING,HIGH,ACCUMULATE_MORE_SAMPLE,NO,Keep collecting post-match calibration. Minimum gate: >=10 evaluated rows across >=2 days.,NO,DATED_INPUT_ONLY,NO
2026-05-25T21:56:25+01:00,total_fouls,1,3,1.000,3.00,BALANCED_OR_ON_RANGE,0,CALIBRATION_OK,LOW,ACCUMULATE_MORE_SAMPLE,NO,Keep collecting post-match calibration. Minimum gate: >=10 evaluated rows across >=2 days.,NO,DATED_INPUT_ONLY,NO
2026-05-25T21:56:25+01:00,total_goals,1,3,0.000,1.04,OVER_ESTIMATE,1,MODEL_OVER_ESTIMATING,HIGH,ACCUMULATE_MORE_SAMPLE,NO,Keep collecting post-match calibration. Minimum gate: >=10 evaluated rows across >=2 days.,NO,DATED_INPUT_ONLY,NO
2026-05-25T21:56:25+01:00,total_shots,1,3,1.000,2.67,BALANCED_OR_ON_RANGE,0,CALIBRATION_OK,LOW,ACCUMULATE_MORE_SAMPLE,NO,Keep collecting post-match calibration. Minimum gate: >=10 evaluated rows across >=2 days.,NO,DATED_INPUT_ONLY,NO
2026-05-25T21:56:25+01:00,total_sot,1,3,1.000,1.00,BALANCED_OR_ON_RANGE,0,CALIBRATION_OK,LOW,ACCUMULATE_MORE_SAMPLE,NO,Keep collecting post-match calibration. Minimum gate: >=10 evaluated rows across >=2 days.,NO,DATED_INPUT_ONLY,NO
